Index	Disease_ID	Disease_name	Gene_symbol	Phenotypic_series_ID	Phenotypic_series_name	Tissue	Tissue_number	Clinical_manifestation	Pathogenesis
2492	617562	Meckel syndrome 13	TMEM107	PS249000	Meckel syndrome	Liver	Liver (N=76)	Yes	NA
2493	617562	?Joubert syndrome 29	TMEM107	PS213300	Joubert syndrome	Liver	Liver (N=76)	Yes	NA
2494	617562	?Joubert syndrome 29	TMEM107	PS249000	Meckel syndrome	Liver	Liver (N=76)	Yes	NA
2495	612075	Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy)	RRM2B	PS603041	Mitochondrial DNA depletion syndrome	Liver	Liver (N=76)	Yes	NA
2496	612075	Mitochondrial DNA depletion syndrome 8B (MNGIE type)	RRM2B	PS603041	Mitochondrial DNA depletion syndrome	Liver	Liver (N=76)	Yes	NA
2497	218800	"Crigler-Najjar syndrome, type I"	UGT1A1	PS237450	Hyperbilirubinemia	Liver	Liver (N=76)	Yes	NA
2498	613860	Immunodeficiency due to ficolin 3 deficiency	FCN3	PS614372	Lectin complement activation pathway defects	Liver	Liver (N=76)	Yes	NA
2499	614662	Cortisone reductase deficiency 2	HSD11B1	PS604931	Cortisone reductase deficiency	Liver	Liver (N=76)	Yes	NA
2500	267010	Meckel syndrome 7	NPHP3	PS249000	Meckel syndrome	Liver	Liver (N=76)	Yes	NA
2501	614602	Trichohepatoenteric syndrome 2	SKIV2L	PS222470	Trichohepatoenteric syndrome	Liver	Liver (N=76)	Yes	NA
2502	237450	"Hyperbilirubinemia, Rotor type, digenic"	SLCO1B3	PS237450	Hyperbilirubinemia	Liver	Liver (N=76)	Yes	NA
2503	237450	"Hyperbilirubinemia, Rotor type, digenic"	SLCO1B1	PS237450	Hyperbilirubinemia	Liver	Liver (N=76)	Yes	NA
2504	222470	Trichohepatoenteric syndrome 1	TTC37	PS222470	Trichohepatoenteric syndrome	Liver	Liver (N=76)	Yes	NA
2505	275630	Chanarin-Dorfman syndrome	ABHD5			Liver	Liver (N=76)	Yes	NA
2506	615397	Meckel syndrome 11	TMEM231	PS249000	Meckel syndrome	Liver	Liver (N=76)	Yes	NA
2507	617184	Mitochondrial DNA depletion syndrome 12A (cardiomyopathic type) AD	SLC25A4	PS603041	Mitochondrial DNA depletion syndrome	Liver	Liver (N=76)	Yes	NA
2508	270800	"Spastic paraplegia 5A, autosomal recessive"	CYP7B1	PS303350	Spastic paraplegia	Liver	Liver (N=76)	Yes	NA
2509	613791	MASP2 deficiency	MASP2	PS614372	Lectin complement activation pathway defects	Liver	Liver (N=76)	Yes	NA
2510	276710	"Tyrosinemia, type III"	HPD	PS276700	Tyrosinemia	Liver	Liver (N=76)	Yes	NA
2511	604250	"Hemochromatosis, type 3"	TFR2	PS235200	Hemochromatosis	Liver	Liver (N=76)	Yes	NA
2512	610205	Alagille syndrome 2	NOTCH2	PS118450	Alagille syndrome	Liver	Liver (N=76)	Yes	NA
2513	249000	Meckel syndrome 1	MKS1	PS249000	Meckel syndrome	Liver	Liver (N=76)	Yes	NA
2514	276700	"Tyrosinemia, type I"	FAH	PS276700	Tyrosinemia	Liver	Liver (N=76)	Yes	NA
2515	606785	"Crigler-Najjar syndrome, type II"	UGT1A1	PS237450	Hyperbilirubinemia	Liver	Liver (N=76)	Yes	NA
2516	235200	Hemochromatosis	HFE	PS235200	Hemochromatosis	Liver	Liver (N=76)	Yes	NA
2517	235200	"{HFE hemochromatosis, modifier of}"	BMP2	PS235200	Hemochromatosis	Liver	Liver (N=76)	Yes	NA
2518	617121	Joubert syndrome 28	MKS1	PS213300	Joubert syndrome	Liver	Liver (N=76)	Yes	NA
2519	208085	"Arthrogryposis, renal dysfunction, and cholestasis 1"	VPS33B	PS208085	"Arthrogryposis, renal dysfunction, and cholestasis"	Liver	Liver (N=76)	Yes	NA
2520	174050	Polycystic liver disease 1	PRKCSH	PS174050	Polycystic liver disease	Liver	Liver (N=76)	Yes	NA
2521	603194	Meckel syndrome 2	TMEM216	PS249000	Meckel syndrome	Liver	Liver (N=76)	Yes	NA
2522	611561	Meckel syndrome 5	RPGRIP1L	PS249000	Meckel syndrome	Liver	Liver (N=76)	Yes	NA
2523	611560	Joubert syndrome 7	RPGRIP1L	PS213300	Joubert syndrome	Liver	Liver (N=76)	Yes	NA
2524	214950	"Bile acid synthesis defect, congenital, 4"	AMACR	PS607765	"Bile acid synthesis defect, congenital"	Liver	Liver (N=76)	Yes	NA
2525	616483	Infantile liver failure syndrome 2	NBAS	PS615438	Infantile liver failure syndrome	Liver	Liver (N=76)	Yes	NA
2526	611134	Meckel syndrome 4	CEP290	PS249000	Meckel syndrome	Liver	Liver (N=76)	Yes	NA
2527	124000	"Mitochondrial complex III deficiency, nuclear type 1"	BCS1L	PS124000	"Mitochondrial complex III deficiency, nuclear type"	Liver	Liver (N=76)	Yes	NA
2528	256810	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)	MPV17	PS603041	Mitochondrial DNA depletion syndrome	Liver	Liver (N=76)	Yes	NA
2529	608091	Joubert syndrome 2	TMEM216	PS213300	Joubert syndrome	Liver	Liver (N=76)	Yes	NA
2530	212350	Sengers syndrome	AGK	PS603041	Mitochondrial DNA depletion syndrome	Liver	Liver (N=76)	Yes	NA
2531	603358	GRACILE syndrome	BCS1L			Liver	Liver (N=76)	Yes	NA
2532	277450	"Vitamin K-dependent clotting factors, combined deficiency of, 1"	GGCX	PS277450	"Vitamin K-dependent clotting factors, combined deficiency of"	Liver	Liver (N=76)	Yes	NA
2533	615418	Mitochondrial DNA depletion syndrome 12B (cardiomyopathic type) AR	SLC25A4	PS603041	Mitochondrial DNA depletion syndrome	Liver	Liver (N=76)	Yes	NA
2534	237300	Carbamoylphosphate synthetase I deficiency	CPS1			Liver	Liver (N=76)	Yes	NA
2535	276600	"Tyrosinemia, type II"	TAT	PS276700	Tyrosinemia	Liver	Liver (N=76)	Yes	NA
2536	612073	Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria)	SUCLA2	PS603041	Mitochondrial DNA depletion syndrome	Liver	Liver (N=76)	Yes	NA
2537	606069	"Hemochromatosis, type 4"	SLC40A1	PS235200	Hemochromatosis	Liver	Liver (N=76)	Yes	NA
2538	235555	"Bile acid synthesis defect, congenital, 2"	AKR1D1	PS607765	"Bile acid synthesis defect, congenital"	Liver	Liver (N=76)	Yes	NA
2539	613812	"Bile acid synthesis defect, congenital, 3"	CYP7B1	PS607765	"Bile acid synthesis defect, congenital"	Liver	Liver (N=76)	Yes	NA
2540	615084	Mitochondrial DNA depletion syndrome 11	MGME1	PS603041	Mitochondrial DNA depletion syndrome	Liver	Liver (N=76)	Yes	NA
2541	603387	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	PIK3R2	PS603387	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome	Liver	Liver (N=76)	Yes	NA
2542	607361	Meckel syndrome 3	TMEM67	PS249000	Meckel syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2543	614153	Spinocerebellar ataxia 36	NOP56	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2544	183090	"{Amyotrophic lateral sclerosis, susceptibility to, 13}"	ATXN2	PS105400	Amyotrophic lateral sclerosis	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2545	183090	"{Amyotrophic lateral sclerosis, susceptibility to, 13}"	ATXN2	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2546	183090	Spinocerebellar ataxia 2	ATXN2	PS105400	Amyotrophic lateral sclerosis	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2547	183090	Spinocerebellar ataxia 2	ATXN2	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2548	604391	Ataxia-telangiectasia-like disorder 1	MRE11	PS604391	Ataxia-telangiectasia-like disorder	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2549	605259	Spinocerebellar ataxia 13	KCNC3	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2550	617562	Meckel syndrome 13	TMEM107	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2551	617562	Meckel syndrome 13	TMEM107	PS249000	Meckel syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2552	617562	?Joubert syndrome 29	TMEM107	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2553	617562	?Joubert syndrome 29	TMEM107	PS249000	Meckel syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2554	614815	Joubert syndrome 18	TCTN3	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2555	617622	Joubert syndrome 30	ARMC9	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2556	609307	Spinocerebellar ataxia 27	FGF14	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2557	617106	Developemental and epileptic encephalopathy 42	CACNA1A	PS308350	Developmental and epileptic encephalopathy	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2558	606658	Spinocerebellar ataxia 15	ITPR1	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2559	611523	"Pontocerebellar hypoplasia, type 6"	RARS2	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2560	614678	"Pontocerebellar hypoplasia, type 1B"	EXOSC3	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2561	612291	Joubert syndrome 8	ARL13B	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2562	617026	"Pontocerebellar hypoplasia, type 2F"	TSEN15	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2563	608091	Joubert syndrome 2	TMEM216	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2564	615851	"Pontocerebellar hypoplasia, type 2E"	VPS53	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2565	614465	Joubert syndrome 16	TMEM138	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2566	614464	Joubert syndrome 15	CEP41	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2567	612285	Joubert syndrome 9	CC2D2A	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2568	612284	Meckel syndrome 6	CC2D2A	PS249000	Meckel syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2569	603194	Meckel syndrome 2	TMEM216	PS249000	Meckel syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2570	605361	Spinocerebellar ataxia 14	PRKCG	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2571	300963	Ritscher-Schinzel syndrome 2	CCDC22	PS220210	Ritscher-Schinzel syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2572	610246	Spinocerebellar ataxia 28	AFG3L2	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2573	617121	Joubert syndrome 28	MKS1	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2574	617120	Joubert syndrome 27	B9D1	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2575	614654	"Coenzyme Q10 deficiency, primary, 5"	COQ9	PS607426	"Coenzyme Q10 deficiency, primary"	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2576	614969	"Pontocerebellar hypoplasia, type 7"	TOE1	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2577	614650	"Coenzyme Q10 deficiency, primary, 6"	COQ6	PS607426	"Coenzyme Q10 deficiency, primary"	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2578	614651	"Coenzyme Q10 deficiency, primary, 2"	PDSS1	PS607426	"Coenzyme Q10 deficiency, primary"	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2579	614652	"Coenzyme Q10 deficiency, primary, 3"	PDSS2	PS607426	"Coenzyme Q10 deficiency, primary"	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2580	611134	Meckel syndrome 4	CEP290	PS249000	Meckel syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2581	603516	Spinocerebellar ataxia 10	ATXN10	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2582	277470	Pontocerebellar hypoplasia type 2A	TSEN54	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2583	610688	Joubert syndrome 6	TMEM67	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2584	614844	Nephronophthisis 14	ZNF423	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2585	614844	Nephronophthisis 14	ZNF423	PS256100	Nephronophthisis	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2586	614844	Joubert syndrome 19	ZNF423	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2587	614844	Joubert syndrome 19	ZNF423	PS256100	Nephronophthisis	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2588	109150	Machado-Joseph disease	ATXN3	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2589	612389	Pontocerebellar hypoplasia type 2B	TSEN2	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2590	224050	Cerebellar hypoplasia and mental retardation with or without quadrupedal locomotion 1	VLDLR	PS224050	"Cerebellar ataxia, mental retardation, and dysequilibrium"	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2591	613908	Spinocerebellar ataxia 35	TGM6	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2592	614487	"Spastic ataxia 5, autosomal recessive"	AFG3L2	PS108600	Spastic ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2593	610245	Spinocerebellar ataxia 23	PDYN	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2594	225753	Pontocerebellar hypoplasia type 4	TSEN54	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2595	603563	"Spastic paraplegia 8, autosomal dominant"	WASHC5	PS303350	Spastic paraplegia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2596	220210	Ritscher-Schinzel syndrome 1	WASHC5	PS220210	Ritscher-Schinzel syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2597	600224	Spinocerebellar ataxia 5	SPTBN2	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2598	604326	Spinocerebellar ataxia 12	PPP2R2B	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2599	615809	"Pontocerebellar hypoplasia, type 9"	AMPD2	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2600	616781	Joubert syndrome 25	CEP104	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2601	616399	Brugada syndrome 9	KCND3	PS601144	Brugada syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2602	615803	"Pontocerebellar hypoplasia, type 10"	CLP1	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2603	616654	Joubert syndrome 24	TCTN2	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2604	607136	Spinocerebellar ataxia 17	TBP	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2605	610185	"Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 2"	WDR81	PS224050	"Cerebellar ataxia, mental retardation, and dysequilibrium"	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2606	611561	Meckel syndrome 5	RPGRIP1L	PS249000	Meckel syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2607	611560	Joubert syndrome 7	RPGRIP1L	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2608	164400	Spinocerebellar ataxia 1	ATXN1	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2609	610188	Joubert syndrome 5	CEP290	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2610	614961	"Pontocerebellar hypoplasia, type 8"	CHMP1A	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2611	612016	"Coenzyme Q10 deficiency, primary, 4"	COQ8A	PS213200	"Spinocerebellar ataxia, autosomal recessive"	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2612	612016	"Coenzyme Q10 deficiency, primary, 4"	COQ8A	PS607426	"Coenzyme Q10 deficiency, primary"	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2613	615636	Joubert syndrome 21	CSPP1	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2614	607454	Spinocerebellar ataxia 21	TMEM240	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2615	608629	Joubert syndrome 3	AHI1	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2616	614424	Joubert syndrome 14	TMEM237	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2617	616795	Spinocerebellar ataxia 42	CACNA1G	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2618	615957	Spinocerebellar ataxia 38	ELOVL5	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2619	604432	Spinocerebellar ataxia 11	TTBK2	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2620	607346	Spinocerebellar ataxia 19	KCND3	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2621	616490	Joubert syndrome 23	KIAA0586	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2622	609583	Joubert syndrome 4	NPHP1	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2623	614173	Joubert syndrome 13	TCTN1	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2624	614970	Joubert syndrome 20	TMEM231	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2625	607426	"Coenzyme Q10 deficiency, primary, 1"	COQ2	PS607426	"Coenzyme Q10 deficiency, primary"	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2626	200990	Acrocallosal syndrome	KIF7	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2627	200990	Joubert syndrome 12	KIF7	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2628	117210	Spinocerebellar ataxia 31	BEAN1	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2629	300804	Joubert syndrome 10	OFD1	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2630	615397	Meckel syndrome 11	TMEM231	PS249000	Meckel syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2631	616276	"Coenzyme Q10 deficiency, primary, 7"	COQ4	PS607426	"Coenzyme Q10 deficiency, primary"	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2632	213300	Joubert syndrome 1	INPP5E	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2633	108500	"Episodic ataxia, type 2"	CACNA1A	PS160120	Episodic ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2634	249000	Meckel syndrome 1	MKS1	PS249000	Meckel syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2635	117360	"Spinocerebellar ataxia 29, congenital nonprogressive"	ITPR1	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2636	615945	Spinocerebellar ataxia 37	DAB1	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2637	607596	Pontocerebellar hypoplasia type 1A	VRK1	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2638	164500	Spinocerebellar ataxia 7	ATXN7	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2639	183086	Spinocerebellar ataxia 6	CACNA1A	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2640	613227	Cerebellar ataxia and mental retardation with or without quadrupedal locomotion 3	CA8	PS224050	"Cerebellar ataxia, mental retardation, and dysequilibrium"	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2641	614615	Joubert syndrome 17	CPLANE1	PS213300	Joubert syndrome	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2642	613811	Pontocerebellar hypoplasia type 2D	SEPSECS	PS607596	Pontocerebellar hypoplasia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2643	133190	Spinocerebellar ataxia 34	ELOVL4	PS164400	Spinocerebellar ataxia	Brain-Cerebellum	Brain-Cerebellum (N=91)	Yes	NA
2644	615344	"Pulmonary hypertension, primary, 4"	KCNK3	PS178600	"Pulmonary hypertension, primary"	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2645	614473	"Arterial calcification, generalized, of infancy, 2"	ABCC6	PS208000	Generalized arterial calcification of infancy	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2646	617035	Patent ductus arteriosus 2	TFAP2B	PS607411	Patent ductus arteriosus	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2647	615343	"Pulmonary hypertension, primary, 3"	CAV1	PS178600	"Pulmonary hypertension, primary"	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2648	610168	Loeys-Dietz syndrome 2	TGFBR2	PS607086	"Aortic aneurysm, familial thoracic"	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2649	610168	Loeys-Dietz syndrome 2	TGFBR2	PS609192	Loeys-Dietz syndrome	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2650	615342	"Pulmonary hypertension, primary, 2"	SMAD9	PS178600	"Pulmonary hypertension, primary"	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2651	617039	Patent ductus arteriosus 3	PRDM6	PS607411	Patent ductus arteriosus	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2652	600376	"Telangiectasia, hereditary hemorrhagic, type 2"	ACVRL1	PS187300	"Telangiectasia, hereditary hemorrhagic"	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2653	182250	Singleton-Merten syndrome 1	IFIH1	PS182250	Singleton-Merten syndrome	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2654	107970	Arrhythmogenic right ventricular dysplasia 1	TGFB3	PS107970	Arrhythmogenic right ventricular dysplasia	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2655	615846	Aicardi-Goutieres syndrome 7	IFIH1	PS225750	Aicardi-Goutieres syndrome	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2656	616298	Singleton-Merten syndrome 2	DDX58	PS182250	Singleton-Merten syndrome	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2657	609192	Loeys-Dietz syndrome 1	TGFBR1	PS607086	"Aortic aneurysm, familial thoracic"	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2658	609192	Loeys-Dietz syndrome 1	TGFBR1	PS609192	Loeys-Dietz syndrome	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2659	614816	Loeys-Dietz syndrome 4	TGFB2	PS609192	Loeys-Dietz syndrome	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2660	615582	Loeys-Dietz syndrome 5	TGFB3	PS609192	Loeys-Dietz syndrome	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2661	208000	"Arterial calcification, generalized, of infancy, 1"	ENPP1	PS208000	Generalized arterial calcification of infancy	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2662	615506	"Telangiectasia, hereditary hemorrhagic, type 5"	GDF2	PS187300	"Telangiectasia, hereditary hemorrhagic"	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2663	614331	"Colorectal cancer, hereditary nonpolyposis, type 6"	TGFBR2	PS120435	"Colorectal cancer, hereditary nonpolyposis"	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2664	613795	Loeys-Dietz syndrome 3	SMAD3	PS609192	Loeys-Dietz syndrome	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2665	178600	"Pulmonary hypertension, familial primary, 1, with or without HHT"	BMPR2	PS178600	"Pulmonary hypertension, primary"	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2666	178600	"Pulmonary hypertension, primary, fenfluramine or dexfenfluramine-associated"	BMPR2	PS178600	"Pulmonary hypertension, primary"	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2667	187300	"Telangiectasia, hereditary hemorrhagic, type 1"	ENG	PS187300	"Telangiectasia, hereditary hemorrhagic"	Artery-Coronary	Artery-Coronary (N=21)	Yes	NA
2668	600376	"Telangiectasia, hereditary hemorrhagic, type 2"	ACVRL1	PS187300	"Telangiectasia, hereditary hemorrhagic"	Artery	Artery (N=30)	Yes	NA
2669	616166	"Aortic aneurysm, familial thoracic 9"	MFAP5	PS607086	"Aortic aneurysm, familial thoracic"	Artery	Artery (N=30)	Yes	NA
2670	615344	"Pulmonary hypertension, primary, 4"	KCNK3	PS178600	"Pulmonary hypertension, primary"	Artery	Artery (N=30)	Yes	NA
2671	615343	"Pulmonary hypertension, primary, 3"	CAV1	PS178600	"Pulmonary hypertension, primary"	Artery	Artery (N=30)	Yes	NA
2672	615342	"Pulmonary hypertension, primary, 2"	SMAD9	PS178600	"Pulmonary hypertension, primary"	Artery	Artery (N=30)	Yes	NA
