ID,DISEASE_NAME,Gene symbol,PS accession,PS name,Tissue,Manifestation,Pathogenicity,Ref
267450,Respiratory Distress Syndrome In Premature Infants,,,,Bone marrow,0,0,974
267500,Reticular Dysgenesia,AK2,,,Bone marrow,2,2,975
312500,"Reticuloendotheliosis, X-linked",,,,Bone marrow,0,0,976
180000,"Retinal Arteries, Tortuosity Of",COL4A1,,,Bone marrow,0,0,977
221900,"Retinal Nonattachment, Nonsyndromic Congenital",ATOH7,PS221900,Persistent hyperplastic primary vitreous,Bone marrow,0,0,978
180080,Retinal Venous Beading,,,,Bone marrow,0,0,979
616959,Retinitis Pigmentosa And Erythrocytic Microcytosis,TRNT1,,,Bone marrow,2,2,980
180200,Retinoblastoma,RB1,,,Bone marrow,2,1,981
312700,"Retinoschisis 1, X-linked, Juvenile",RS1,,,Bone marrow,0,0,982
268130,Revesz Syndrome,TINF2,PS127550,Dyskeratosis congenita,Bone marrow,2,2,983
613471,Reynolds Syndrome,LBR,,,Bone marrow,1,1,984
616651,Roifman Syndrome,RNU4ATAC,,,Bone marrow,0,0,985
180849,Rubinstein-taybi Syndrome 1,CREBBP,PS180849,Rubinstein-Taybi syndrome,Bone marrow,0,0,986
181000,"Sarcoidosis, Susceptibility To, 1",HLA-DRB1,,,Bone marrow,0,0,987
618150,Saul-wilson Syndrome,COG4,,,Bone marrow,1,1,988
600802,"Scid, Autosomal Recessive, T-negative/b-positive Type",JAK3,,,Bone marrow,2,2,989
262890,Scott Syndrome,ANO6,PS231200,"Bleeding disorder, platelet-type",Bone marrow,2,2,990
269600,Sea-blue Histiocyte Disease,APOE,,,Bone marrow,2,2,991
605249,Sebastian Syndrome,,,,Bone marrow,0,0,992
210600,Seckel Syndrome 1,ATR,PS210600,Seckel syndrome,Bone marrow,0,0,993
617253,Seckel Syndrome 10,NSMCE2,PS210600,Seckel syndrome,Bone marrow,0,0,994
266900,Senior-loken Syndrome 1,NPHP1,PS266900,Senior-Loken syndrome,Bone marrow,0,0,995
606996,Senior-loken Syndrome 4,NPHP4,PS266900,Senior-Loken syndrome,Bone marrow,0,0,996
102700,"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency",ADA,,,Bone marrow,2,2,997
601457,"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-positive",RAG1,,,Bone marrow,2,2,998
601457,"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-positive",RAG2,,,Bone marrow,2,2,999
608971,"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-positive, Nk Cell-positive",PTPRC,,,Bone marrow,2,2,1000
608971,"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-positive, Nk Cell-positive",IL7R,,,Bone marrow,2,2,1001
300400,"Severe Combined Immunodeficiency, X-linked",IL2RG,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,1002
615789,Short Stature With Microcephaly And Distinctive Facies,CRIPT,,,Bone marrow,2,1,1003
616541,"Short Stature, Microcephaly, And Endocrine Dysfunction",XRCC4,,,Bone marrow,1,1,1004
266920,Short-rib Thoracic Dysplasia 9 With Or Without Polydactyly,IFT140,PS208500,Short-rib thoracic dysplasia,Bone marrow,0,0,1005
260400,Shwachman-diamond Syndrome,SBDS,PS260400,Schwachman-Diamond syndrome,Bone marrow,2,2,1006
617941,Shwachman-diamond Syndrome 2,EFL1,PS260400,Schwachman-Diamond syndrome,Bone marrow,0,0,1007
604369,"Sialuria, Finnish Type",SLC17A5,,,Bone marrow,1,1,1008
603903,Sickle Cell Anemia,HBB,,,Bone marrow,0,0,1009
616084,"Sideroblastic Anemia With B-cell Immunodeficiency, Periodic Fevers, And Developmental Delay",TRNT1,,,Bone marrow,2,2,1010
210250,Sitosterolemia 1,ABCG8,PS210250,Sitosterolemia,Bone marrow,0,0,1011
616638,Smith-kingsmore Syndrome,MTOR,,,Bone marrow,2,1,1012
109270,"Solute Carrier Family 4 (anion Exchanger), Member 1",,,,Bone marrow,0,0,1013
601608,Spastic Paraplegia And Evans Syndrome,,,,Bone marrow,0,0,1014
245480,Specific Granule Deficiency,CEBPE,PS245480,Specific granule deficiency,Bone marrow,2,2,1015
617475,Specific Granule Deficiency 2,SMARCD2,PS245480,Specific granule deficiency,Bone marrow,2,2,1016
270970,"Spherocytosis, Autosomal Recessive",SPTA1,,,Bone marrow,0,0,1017
182900,"Spherocytosis, Hereditary",ANK1,,,Bone marrow,2,2,1018
616649,"Spherocytosis, Type 2",SPTB,,,Bone marrow,0,0,1019
612653,"Spherocytosis, Type 4",SLC4A1,,,Bone marrow,2,2,1020
612690,"Spherocytosis, Type 5",EPB42,,,Bone marrow,0,0,1021
616949,"Spinocerebellar Ataxia, Autosomal Recessive 23",TDP2,PS213200,"Spinocerebellar ataxia, autosomal recessive",Bone marrow,2,1,1022
183350,Splenomegaly Syndrome With Splenic Germinal Center Hypoplasia Andreduced Circulating T-helper Cells,,,,Bone marrow,0,0,1023
614979,"Splenomegaly, Cytopenia, And Vision Loss",ALPK1,,,Bone marrow,0,0,1024
607944,Spondyloenchondrodysplasia With Immune Dysregulation,ACP5,PS184255,Spondylometaphyseal dysplasia,Bone marrow,0,0,1025
618162,"Spondyloepimetaphyseal Dysplasia, Krakow Type",SIK3,,,Bone marrow,0,0,1026
271510,"Spondyloepimetaphyseal Dysplasia, Sponastrime Type",TONSL,,,Bone marrow,0,0,1027
184850,Stiff-person Syndrome,,,,Bone marrow,0,0,1028
615934,"Sting-associated Vasculopathy, Infantile-onset",STING1,,,Bone marrow,0,0,1029
608885,Stomatin-deficient Cryohydrocytosis With Neurologic Defects,SLC2A1,,,Bone marrow,0,0,1030
185050,Storage Pool Platelet Disease,,,,Bone marrow,0,0,1031
185070,Stormorken Syndrome,STIM1,,,Bone marrow,2,2,1032
185460,"Sulfhemoglobinemia, Congenital",,,,Bone marrow,0,0,1033
152700,Systemic Lupus Erythematosus,PTPN22,,,Bone marrow,2,2,1034
152700,Systemic Lupus Erythematosus,FCGR2A,,,Bone marrow,2,2,1035
152700,Systemic Lupus Erythematosus,FCGR2B,,,Bone marrow,2,2,1036
152700,Systemic Lupus Erythematosus,CTLA4,,,Bone marrow,2,2,1037
152700,Systemic Lupus Erythematosus,TREX1,,,Bone marrow,2,2,1038
152700,Systemic Lupus Erythematosus,DNASE1,,,Bone marrow,2,2,1039
601705,"T-cell Immunodeficiency, Congenital Alopecia, And Nail Dystrophy",FOXN1,,,Bone marrow,0,0,1040
614868,"T-cell Immunodeficiency, Recurrent Infections, And Autoimmunity Withor Without Cardiac Malformations",STK4,,,Bone marrow,2,2,1041
618398,"T-cell Lymphoma, Subcutaneous Panniculitis-like",HAVCR2,,,Bone marrow,0,0,1042
618806,"T-cell Lymphopenia, Infantile, With Or Without Nail Dystrophy, Autosomal Dominant",FOXN1,,,Bone marrow,0,0,1043
615387,T-cell Receptor-alpha/beta Deficiency,TRAC,PS300755,Immunodeficiency (Select Examples),Bone marrow,0,0,1044
616737,Takenouchi-kosaki Syndrome,CDC42,,,Bone marrow,0,0,1045
272650,Tatsumi Factor Deficiency,,,,Bone marrow,0,0,1046
187300,"Telangiectasia, Hereditary Hemorrhagic, Type 1",ENG,PS187300,"Telangiectasia, hereditary hemorrhagic",Bone marrow,2,2,1047
610655,"Telangiectasia, Hereditary Hemorrhagic, Type 4",HHT4,PS187300,"Telangiectasia, hereditary hemorrhagic",Bone marrow,0,0,1048
615506,"Telangiectasia, Hereditary Hemorrhagic, Type 5",GDF2,PS187300,"Telangiectasia, hereditary hemorrhagic",Bone marrow,0,0,1049
187550,"Thalassemia, Beta+, Silent Allele",,,,Bone marrow,0,0,1050
273680,"Thanatophoric Dysplasia, Glasgow Variant",,,,Bone marrow,0,0,1051
249270,Thiamine-responsive Megaloblastic Anemia Syndrome,SLC19A2,PS249270,Thiamine-responsive dysfunction syndrome,Bone marrow,0,0,1052
610460,Thiopurine S-methyltransferase Deficiency,TPMT,PS610460,"Thiopurines, poor metabolism of",Bone marrow,0,0,1053
187900,"Thrombasthenia-thrombocytopenia, Hereditary",GFI1B,PS231200,"Bleeding disorder, platelet-type",Bone marrow,2,2,1054
187950,Thrombocythemia 1,THPO,PS187950,Thrombocythemia,Bone marrow,2,2,1055
187950,Thrombocythemia 1,SH2B3,PS187950,Thrombocythemia,Bone marrow,2,2,1056
187950,Thrombocythemia 1,CALR,PS187950,Thrombocythemia,Bone marrow,2,2,1057
601977,Thrombocythemia 2,MPL,PS187950,Thrombocythemia,Bone marrow,2,2,1058
614521,Thrombocythemia 3,JAK2,PS187950,Thrombocythemia,Bone marrow,2,2,1059
313900,Thrombocytopenia 1,WAS,PS313900,Thrombocytopenia,Bone marrow,2,2,1060
188000,Thrombocytopenia 2,ANKRD26,PS313900,Thrombocytopenia,Bone marrow,2,2,1061
273900,Thrombocytopenia 3,FYB1,PS313900,Thrombocytopenia,Bone marrow,2,2,1062
612004,Thrombocytopenia 4,CYCS,PS313900,Thrombocytopenia,Bone marrow,2,2,1063
616216,Thrombocytopenia 5,ETV6,PS313900,Thrombocytopenia,Bone marrow,2,2,1064
616937,Thrombocytopenia 6,SRC,PS313900,Thrombocytopenia,Bone marrow,0,0,1065
314050,"Thrombocytopenia With Beta-thalassemia, X-linked",GATA1,,,Bone marrow,2,2,1066
314000,Thrombocytopenia With Elevated Serum Iga And Renal Disease,,,,Bone marrow,0,0,1067
617441,"Thrombocytopenia, Anemia, And Myelofibrosis",MPIG6B,,,Bone marrow,0,0,1068
619130,"Thrombocytopenia, Autosomal Dominant, 7",IKZF5,PS313900,Thrombocytopenia,Bone marrow,2,2,1069
188020,"Thrombocytopenia, Cyclic",,,,Bone marrow,0,0,1070
188025,"Thrombocytopenia, Paris-trousseau Type",TCPT,,,Bone marrow,0,0,1071
274000,Thrombocytopenia-absent Radius Syndrome,RBM8A,,,Bone marrow,2,2,1072
188030,"Thrombocytopenic Purpura, Autoimmune",,,,Bone marrow,0,0,1073
612348,Thrombophilia Due To Decreased Release Of Tissue Plasminogen,PLAT,PS188050,Thrombophilia,Bone marrow,0,0,1074
188055,Thrombophilia Due To Deficiency Of Activated Protein C Cofactor,F5,PS188050,Thrombophilia,Bone marrow,2,0,1075
613116,Thrombophilia Due To Histidine-rich Glycoprotein Deficiency,HRG,PS188050,Thrombophilia,Bone marrow,0,0,1076
614514,"Thrombophilia Due To Protein S Deficiency, Autosomal Recessive",PROS1,PS188050,Thrombophilia,Bone marrow,2,0,1077
614486,Thrombophilia Due To Thrombomodulin Defect,THBD,PS188050,Thrombophilia,Bone marrow,1,1,1078
612304,"Thrombophilia, Hereditary, Due To Protein C Deficiency, Autosomal",PROC,PS188050,Thrombophilia,Bone marrow,2,0,1079
176860,"Thrombophilia, Hereditary, Due To Protein C Deficiency, Autosomaldominant",PROC,PS188050,Thrombophilia,Bone marrow,2,0,1080
612336,"Thrombophilia, Hereditary, Due To Protein S Deficiency, Autosomal",PROS1,PS188050,Thrombophilia,Bone marrow,2,0,1081
300807,"Thrombophilia, X-linked, Due To Factor Ix Defect",F9,PS188050,Thrombophilia,Bone marrow,2,0,1082
188050,"Thrombophiliavenous Thromboembolism, Included",MTHFR,PS188050,Thrombophilia,Bone marrow,2,1,1083
188050,"Thrombophiliavenous Thromboembolism, Included",F13A1,PS188050,Thrombophilia,Bone marrow,2,1,1084
188050,"Thrombophiliavenous Thromboembolism, Included",HABP2,PS188050,Thrombophilia,Bone marrow,2,1,1085
188050,"Thrombophiliavenous Thromboembolism, Included",F2,PS188050,Thrombophilia,Bone marrow,2,1,1086
274150,"Thrombotic Thrombocytopenic Purpura, Congenital",ADAMTS13,,,Bone marrow,0,0,1087
274240,Thyrocerebroretinal Syndrome,,,,Bone marrow,0,0,1088
300622,Tn Polyagglutination Syndrome,C1GALT1C1,,,Bone marrow,0,0,1089
606003,Transaldolase Deficiency,TALDO1,,,Bone marrow,2,2,1090
275350,Transcobalamin Ii Deficiency,TCN2,,,Bone marrow,2,2,1091
227050,Transient Erythroblastopenia Of Childhood,TEC,,,Bone marrow,0,0,1092
222470,Trichohepatoenteric Syndrome 1,TTC37,PS222470,Trichohepatoenteric syndrome,Bone marrow,2,2,1093
602079,Trimethylaminuria,FMO3,,,Bone marrow,0,0,1094
618805,Triokinase And Fmn Cyclase Deficiency Syndrome,TKFC,,,Bone marrow,0,0,1095
615512,Triosephosphate Isomerase Deficiency,TPI1,,,Bone marrow,2,2,1096
607665,Tubulointerstitial Nephritis With Uveitis,,,,Bone marrow,0,0,1097
276700,"Tyrosinemia, Type I",FAH,PS276700,Tyrosinemia,Bone marrow,0,0,1098
191500,Undritz Anomaly,,,,Bone marrow,0,0,1099
266120,"Uridine 5-prime Monophosphate Hydrolase Deficiency, Hemolytic Anemiadue To",NT5C3A,,,Bone marrow,2,2,1100
277175,Vascular Hyalinosis,,,,Bone marrow,0,0,1101
606893,"Vascular Malformation, Primary Intraosseous",ELMO2,,,Bone marrow,1,1,1102
615688,"Vasculitis, Autoinflammation, Immunodeficiency, And Hematologic Defects Syndrome",ADA2,,,Bone marrow,0,0,1103
192315,"Vasculopathy, Retinal, With Cerebral Leukodystrophy",TREX1,,,Bone marrow,0,0,1104
600195,"Venous Malformations, Multiple Cutaneous And Mucosal",TEK,,,Bone marrow,0,0,1105
618223,Vertebral Anomalies And Variable Endocrine And T-cell Dysfunction,TBX2,,,Bone marrow,0,0,1106
301054,"Vexas Syndrome, Somatic",UBA1,,,Bone marrow,0,0,1107
277450,"Vitamin K-dependent Clotting Factors, Combined Deficiency Of, 1",GGCX,PS277450,"Vitamin K-dependent clotting factors, combined deficiency of",Bone marrow,0,0,1108
607473,"Vitamin K-dependent Clotting Factors, Combined Deficiency Of, 2",VKORC1,PS277450,"Vitamin K-dependent clotting factors, combined deficiency of",Bone marrow,0,0,1109
193220,Vitreoretinochoroidopathy,BEST1,,,Bone marrow,0,0,1110
193235,"Vitreoretinopathy, Neovascular Inflammatory",CAPN5,,,Bone marrow,0,0,1111
193300,Von Hippel-lindau Syndrome,VHL,,,Bone marrow,2,0,1112
193300,Von Hippel-lindau Syndrome,CCND1,,,Bone marrow,2,0,1113
193400,Von Willebrand Disease,VWF,,,Bone marrow,0,0,1114
277480,"Von Willebrand Disease, Recessive Form",VWF,,,Bone marrow,0,0,1115
613554,"Von Willebrand Disease, Type 2",VWF,,,Bone marrow,0,0,1116
314560,"Von Willebrand Disease, X-linked Form",,,,Bone marrow,0,0,1117
193670,Whim Syndrome,CXCR4,,,Bone marrow,2,2,1118
277900,Wilson Disease,ATP7B,,,Bone marrow,0,0,1119
301000,Wiskott-aldrich Syndrome,WAS,PS300755,Immunodeficiency (Select Examples),Bone marrow,2,2,1120
614493,Wiskott-aldrich Syndrome 2,WIPF1,,,Bone marrow,2,2,1121
600903,"Wiskott-aldrich Syndrome, Autosomal Dominant Form",,,,Bone marrow,0,0,1122
222300,Wolfram Syndrome 1,WFS1,,,Bone marrow,0,0,1123
604928,Wolfram Syndrome 2,CISD2,,,Bone marrow,2,2,1124
598500,"Wolfram Syndrome, Mitochondrial Form",,,,Bone marrow,0,0,1125
278100,Wolman Disease With Hypolipoproteinemia And Acanthocytosis,,,,Bone marrow,0,0,1126
194320,Woronets Trait,,,,Bone marrow,0,0,1127
194350,Wt Limb-blood Syndrome,,,,Bone marrow,0,0,1128
280000,Zunich Neuroectodermal Syndrome,PIGL,,,Bone marrow,0,0,1129
257920,3mc Syndrome 1,MASP1,PS257920,3MC syndrome,Kidney,0,0,1130
248340,3mc Syndrome 3,COLEC10,PS257920,3MC syndrome,Kidney,0,0,1131
611812,"46,xx Sex Reversal With Dysgenesis Of Kidneys, Adrenals, And Lungs",WNT4,,,Kidney,2,1,1132
260005,5-oxoprolinase Deficiency,OPLAH,,,Kidney,1,0,1133
100100,"Abdominal Muscles, Absence Of, With Urinary Tract Abnormality Andcryptorchidism",CHRM3,,,Kidney,0,0,1134
200995,Acrocephalopolydactylous Dysplasia,,,,Kidney,0,0,1135
101800,"Acrodysostosis 1, With Or Without Hormone Resistance",PRKAR1A,PS101800,Acrodysostosis,Kidney,0,0,1136
154400,"Acrofacial Dysostosis 1, Nager Type",SF3B4,,,Kidney,2,1,1137
102500,Acroosteolysis With Osteoporosis And Changes In Skull And Mandible,NOTCH2,,,Kidney,2,1,1138
102520,Acrorenal Syndrome,,,,Kidney,0,0,1139
201310,"Acrorenal Syndrome, Autosomal Recessive",,,,Kidney,0,0,1140
200980,Acrorenal-mandibular Syndrome,,,,Kidney,0,0,1141
174770,"Actinic Prurigopolymorphic Light Eruption, Hereditary",,,,Kidney,0,0,1142
616589,Adams-oliver Syndrome 6,DLL4,PS100300,Adams-Oliver syndrome,Kidney,2,1,1143
614723,Adenine Phosphoribosyltransferase Deficiency,APRT,,,Kidney,2,0,1144
600908,"Agonadism, Xy, With Mental Retardation, Short Stature, Retarded Bone Age, And Multiple Extragenital Malformations",,,,Kidney,0,0,1145
615846,Aicardi-goutieres Syndrome 7,IFIH1,PS225750,Aicardi-Goutieres syndrome,Kidney,1,1,1146
118450,Alagille Syndrome 1,JAG1,PS118450,Alagille syndrome,Kidney,2,2,1147
610205,Alagille Syndrome 2,NOTCH2,PS118450,Alagille syndrome,Kidney,2,1,1148
301040,"Alpha-thalassemia/mental Retardation Syndrome, Nondeletion Type, X-linked",ATRX,,,Kidney,2,1,1149
104200,"Alport Syndrome, Autosomal Dominant",COL4A3,PS301050,Alport syndrome,Kidney,2,2,1150
203780,"Alport Syndrome, Autosomal Recessive",COL4A4,PS301050,Alport syndrome,Kidney,2,2,1151
203780,"Alport Syndrome, Autosomal Recessive",COL4A3,PS301050,Alport syndrome,Kidney,2,2,1152
301050,"Alport Syndrome, X-linked",COL4A5,PS301050,Alport syndrome,Kidney,2,2,1153
203800,Alstrom Syndrome,ALMS1,,,Kidney,0,0,1154
265380,Alveolar Capillary Dysplasia With Misalignment Of Pulmonary Veins,FOXF1,,,Kidney,0,0,1155
104350,"Amastia, Bilateral, With Ureteral Triplication And Dysmorphism",,,,Kidney,0,0,1156
105120,Amyloidosis V,GSN,,,Kidney,2,1,1157
105200,"Amyloidosis, Familial Visceral",FGA,,,Kidney,2,1,1158
105200,"Amyloidosis, Familial Visceral",APOA1,,,Kidney,2,1,1159
105200,"Amyloidosis, Familial Visceral",LYZ,,,Kidney,2,1,1160
105200,"Amyloidosis, Familial Visceral",B2M,,,Kidney,2,1,1161
106070,"Angioma, Hereditary Neurocutaneousspinal Arterial Venous Malformations With Cutaneous Hemangiomas, Included",,,,Kidney,0,0,1162
611773,"Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps",COL4A1,,,Kidney,2,2,1163
206750,"Aniridia, Partial, With Unilateral Renal Agenesis And Psychomotorretardation",,,,Kidney,0,0,1164
201750,Antley-bixler Syndrome With Genital Anomalies And Disordered Steroidogenesis,POR,,,Kidney,2,1,1165
207410,Antley-bixler Syndrome Without Genital Anomalies Or Disordered Steroidogenesis,FGFR2,,,Kidney,2,1,1166
101200,Apert Syndrome,FGFR2,,,Kidney,2,1,1167
243910,Arima Syndrome,,,,Kidney,0,0,1168
614473,"Arterial Calcification, Generalized, Of Infancy, 2",ABCC6,PS208000,Generalized arterial calcification of infancy,Kidney,0,0,1169
208060,"Arteriosclerosis, Severe Juvenile",,,,Kidney,0,0,1170
618947,Arthrogryposis Multiplex Congenita 5,TOR1A,PS617468,Arthrogryposis multiplex congenita,Kidney,0,0,1171
618265,"Arthrogryposis, Cleft Palate, Craniosynostosis, And Impaired Intellectual Development",PPP3CA,,,Kidney,2,0,1172
208085,"Arthrogryposis, Renal Dysfunction, And Cholestasis",VPS33B,PS208085,"Arthrogryposis, renal dysfunction, and cholestasis",Kidney,0,0,1173
613404,"Arthrogryposis, Renal Dysfunction, And Cholestasis 2",VIPAS39,PS208085,"Arthrogryposis, renal dysfunction, and cholestasis",Kidney,0,0,1174
613819,Asphyxiating Thoracic Dystrophy 4,TTC21B,PS208500,Short-rib thoracic dysplasia,Kidney,2,1,1175
614376,Asphyxiating Thoracic Dystrophy 5,WDR19,PS208500,Short-rib thoracic dysplasia,Kidney,2,1,1176
209010,"Atherosclerosis, Premature, With Deafness, Nephropathy, Diabetes Mellitus,photomyoclonus, And Degenerative Neurologic Disease",,,,Kidney,0,0,1177
617006,"Autoimmune Disease, Multisystem, Infantile-onset, 2",ZAP70,PS615952,"Autoimmune disease, multisystem, infantile-onset",Kidney,0,0,1178
616414,"Autoimmune Interstitial Lung, Joint, And Kidney Disease",COPA,,,Kidney,2,0,1179
603909,"Autoimmune Lymphoproliferative Syndrome, Type Iia",CASP10,,,Kidney,0,0,1180
615559,"Autoimmune Lymphoproliferative Syndrome, Type Iii",PRKCD,,,Kidney,2,0,1181
240300,"Autoimmune Polyendocrinopathy Syndrome , Type I, With Or Without Reversible Metaphyseal Dysplasia",AIRE,,,Kidney,0,0,1182
618999,"Autoinflammation, Immune Dysregulation, And Eosinophilia",JAK1,,,Kidney,1,1,1183
109130,Axial Osteomalacia,,,,Kidney,0,0,1184
218600,Baller-gerold Syndrome,RECQL4,,,Kidney,0,0,1185
209900,Bardet-biedl Syndrome 1,CCDC28B,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1186
209900,Bardet-biedl Syndrome 1,ARL6,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1187
209900,Bardet-biedl Syndrome 1,BBS1,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1188
615987,Bardet-biedl Syndrome 10,BBS10,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1189
615988,Bardet-biedl Syndrome 11,TRIM32,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1190
615989,Bardet-biedl Syndrome 12,BBS12,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1191
615993,Bardet-biedl Syndrome 16,SDCCAG8,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1192
615994,Bardet-biedl Syndrome 17,LZTFL1,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1193
615995,Bardet-biedl Syndrome 18,BBIP1,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1194
615996,Bardet-biedl Syndrome 19,IFT27,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1195
617406,Bardet-biedl Syndrome 21,C8orf37,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1196
600151,Bardet-biedl Syndrome 3,ARL6,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1197
615982,Bardet-biedl Syndrome 4,BBS4,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1198
605231,Bardet-biedl Syndrome 6,MKKS,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1199
615985,Bardet-biedl Syndrome 8,TTC8,PS209900,Bardet-Biedl syndrome,Kidney,2,2,1200
615986,Bardet-biedl Syndrome 9,BBS9,PS209900,Bardet-Biedl syndrome,Kidney,0,0,1201
601678,"Bartter Syndrome, Antenatal, Type 1",SLC12A1,PS601678,Bartter syndrome,Kidney,2,2,1202
241200,"Bartter Syndrome, Antenatal, Type 2",KCNJ1,PS601678,Bartter syndrome,Kidney,2,2,1203
602522,"Bartter Syndrome, Infantile, With Sensorineural Deafness",BSND,PS601678,Bartter syndrome,Kidney,2,2,1204
607364,"Bartter Syndrome, Type 3",CLCNKB,PS601678,Bartter syndrome,Kidney,2,2,1205
613090,"Bartter Syndrome, Type 4b",CLCNKA,PS601678,Bartter syndrome,Kidney,2,2,1206
613090,"Bartter Syndrome, Type 4b",CLCNKB,PS601678,Bartter syndrome,Kidney,2,2,1207
300971,"Bartter Syndrome, Type 5, Antenatal, Transient",MAGED2,PS601678,Bartter syndrome,Kidney,2,2,1208
616449,Basel-vanagaite-smirin-yosef Syndrome,MED25,,,Kidney,1,1,1209
613680,Beaulieu-boycott-innes Syndrome,THOC6,,,Kidney,2,1,1210
130650,Beckwith-wiedemann Syndrome,ICR1,,,Kidney,0,0,1211
130650,Beckwith-wiedemann Syndrome,KCNQ1OT1,,,Kidney,0,0,1212
130650,Beckwith-wiedemann Syndrome,CDKN1C,,,Kidney,0,0,1213
608980,Bifid Nose With Or Without Anorectal And Renal Anomalies,FREM1,,,Kidney,0,0,1214
210550,Biliary Malformation With Renal Tubular Insufficiency,,,,Kidney,0,0,1215
617595,Birk-landau-perez Syndrome,SLC30A9,,,Kidney,2,1,1216
135150,Birt-hogg-dube Syndrome,FLCN,,,Kidney,2,2,1217
109820,Bladder Diverticulum,,,,Kidney,0,0,1218
191800,"Bladder Dysfunction, Autonomic, With Impaired Pupillary Reflex And Secondary Cakut",CHRNA3,,,Kidney,0,0,1219
211000,Blue Diaper Syndrome,,,,Kidney,0,0,1220
113470,Brachymesomelia-renal Syndrome,,,,Kidney,0,0,1221
609945,"Brachyphalangy, Polydactyly, And Tibial Aplasia/hypoplasia",,,,Kidney,0,0,1222
113620,Branchiooculofacial Syndrome,TFAP2A,,,Kidney,2,1,1223
113650,Branchiootorenal Syndrome 1,EYA1,,,Kidney,0,0,1224
610896,Branchiootorenal Syndrome 2,SIX5,,,Kidney,2,1,1225
608572,Burn-mckeown Syndrome,TXNL4A,,,Kidney,2,1,1226
211750,C Syndrome,CD96,,,Kidney,0,0,1227
613652,C1q Deficiency,C1QA,,,Kidney,2,1,1228
613652,C1q Deficiency,C1QC,,,Kidney,2,1,1229
613652,C1q Deficiency,C1QB,,,Kidney,2,1,1230
211890,"Campomelia, Cumming Type",,,,Kidney,0,0,1231
114290,Campomelic Dysplasia,SOX9,,,Kidney,0,0,1232
212093,"Cardiac Valvular Defect, Developmental",PLD1,,,Kidney,0,0,1233
115150,Cardiofaciocutaneous Syndrome 1,BRAF,PS115150,Cardiofaciocutaneous syndrome,Kidney,2,1,1234
265050,Carnevale Syndrome,COLEC11,PS257920,3MC syndrome,Kidney,0,0,1235
255120,Carnitine Palmitoyltransferase I Deficiency,CPT1A,,,Kidney,0,0,1236
255110,"Carnitine Palmitoyltransferase Ii Deficiency, Late-onset",CPT2,,,Kidney,2,0,1237
608836,"Carnitine Palmitoyltransferase Ii Deficiency, Lethal Neonatal",CPT2,,,Kidney,2,2,1238
201000,Carpenter Syndrome,RAB23,PS201000,Carpenter syndrome,Kidney,0,0,1239
115470,Cat Eye Syndrome,CECR,,,Kidney,0,0,1240
212780,Cenani-lenz Syndactyly Syndrome,LRP4,,,Kidney,2,1,1241
117650,Cerebrocostomandibular Syndrome,SNRPB,,,Kidney,2,1,1242
601389,"Cervical Ribs, Sprengel Anomaly, Anal Atresia, And Urethral Obstruction",,,,Kidney,0,0,1243
614809,Cfhr5 Deficiency,CFHR5,,,Kidney,0,0,1244
614455,"Charcot-marie-tooth Disease, Dominant Intermediate E",INF2,PS118220,Charcot-Marie-Tooth disease,Kidney,2,1,1245
214800,Charge Syndrome,SEMA3E,,,Kidney,0,0,1246
214800,Charge Syndrome,CHD7,,,Kidney,2,1,1247
302960,"Chondrodysplasia Punctata 2, X-linked Dominant",EBP,,,Kidney,2,1,1248
215250,"Chondroitin-6-sulfaturia, Defective Cellular Immunity, Nephrotic Syndrome",,,,Kidney,0,0,1249
616368,Chops Syndrome,AFF4,,,Kidney,1,1,1250
610543,Chromosome 16p13.3 Deletion Syndrome,DEL16p13.3,PS180849,Rubinstein-Taybi syndrome,Kidney,0,0,1251
614527,Chromosome 17q12 Deletion Syndrome,DEL17q12,,,Kidney,0,0,1252
617219,"Chromosome 19q13.11 Deletion Syndrome, Proximal",DEL19q13.11p,,,Kidney,0,0,1253
613735,Chromosome 1p32-p31 Deletion Syndrome,NFIA,,,Kidney,1,1,1254
