 b cell,marginal zone b cell differentiation,positive regulation of b cell proliferation,negative regulation of b cell receptor signaling pathway,regulation of b cell activation,regulation of b cell differentiation,negative regulation of b cell proliferation,b-1 b cell lineage commitment,mature b cell differentiation involved in immune response,follicular b cell differentiation,regulation of b cell antigen processing and presentation,negative regulation of b cell activation,positive regulation of b cell chemotaxis,positive regulation of b cell activation,positive regulation of b cell apoptotic process,immature b cell differentiation,regulation of b cell receptor signaling pathway,regulation of b cell apoptotic process,positive regulation of b cell receptor signaling pathway,positive regulation of b cell differentiation,germinal center b cell differentiation,negative regulation of b cell apoptotic process,b-1 b cell homeostasis,b-1 b cell differentiation,regulation of b cell proliferation,positive regulation of central b cell tolerance induction,mature b cell differentiation,negative regulation of b cell differentiation,negative regulation of mature b cell apoptotic process,b-1a b cell differentiation,positive regulation of b cell tolerance induction,peripheral b cell tolerance induction,primary adaptive immune response involving t cells and b cells,transitional one stage b cell differentiation,regulation of b cell cytokine production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 renal,positive regulation of renal sodium excretion,negative regulation of renal sodium excretion,regulation of renal sodium excretion,regulation of renal output by angiotensin,epithelial cell proliferation involved in renal tubule morphogenesis,negative regulation of renal albumin absorption,bmp signaling pathway involved in renal system segmentation,mesenchymal cell differentiation involved in renal system development,regulation of blood volume by renal aldosterone,positive regulation of renal water transport,metanephric renal vesicle morphogenesis,positive regulation of renal albumin absorption,mesenchymal to epithelial transition involved in metanephric renal vesicle formation,negative regulation of renal phosphate excretion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 t cell,negative regulation of t cell receptor signaling pathway,negative regulation of cd4-positive_ alpha-beta t cell costimulation,regulation of t cell migration,negative regulation of t cell activation,positive regulation of t cell chemotaxis,nk t cell differentiation,positive regulation of cd4-positive_ alpha-beta t cell differentiation,negative regulation of cd8-positive_ alpha-beta t cell differentiation,negative regulation of nk t cell proliferation,regulation of cd4-positive_ alpha-beta t cell differentiation,regulation of cd8-positive_ alpha-beta t cell differentiation,positive regulation of t cell proliferation,positive regulation of t cell mediated cytotoxicity,memory t cell extravasation,negative regulation of cytotoxic t cell degranulation,negative regulation of t cell cytokine production,positive regulation of t cell cytokine production,positive regulation of cd4-positive_ alpha-beta t cell proliferation,negative regulation of cd4-positive_ alpha-beta t cell proliferation,positive regulation of cd8-positive_ alpha-beta t cell proliferation,regulation of t cell proliferation,negative regulation of regulatory t cell differentiation,memory t cell activation,positive regulation of memory t cell differentiation,positive regulation of alpha-beta t cell proliferation,positive regulation of cd4-positive_ alpha-beta t cell costimulation,regulation of t cell activation,negative regulation of activated t cell proliferation,regulation of t cell receptor signaling pathway,positive regulation of t cell mediated cytotoxicity directed against tumor cell target,negative regulation of t cell mediated cytotoxicity,positive regulation of t cell mediated immunity,positive thymic t cell selection,negative thymic t cell selection,positive regulation of t cell differentiation,positive regulation of gamma-delta t cell differentiation,gamma-delta t cell differentiation,regulation of gamma-delta t cell differentiation,positive regulation of t cell receptor signaling pathway,negative regulation of t cell proliferation,cd4-positive_ alpha-beta t cell cytokine production,positive regulation of cd4-positive_ alpha-beta t cell activation,regulation of regulatory t cell differentiation,positive regulation of regulatory t cell differentiation,thymic t cell selection,positive regulation of alpha-beta t cell differentiation,regulation of t cell tolerance induction,activation-induced cell death of t cells,positive regulation of activated t cell proliferation,regulation of t cell homeostatic proliferation,positive regulation of t cell activation,negative regulation of t cell apoptotic process,t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell,regulation of t cell differentiation in thymus,positive regulation of t cell migration,maintenance of granzyme b location in t cell secretory granule,negative regulation of cd8-positive_ alpha-beta t cell proliferation,cd4-positive_ alpha-beta t cell differentiation,negative regulation of activation-induced cell death of t cells,positive regulation of t cell differentiation in thymus,alpha-beta t cell activation,positive regulation of t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell,cd4-positive_ alpha-beta t cell costimulation,regulation of t cell differentiation,regulation of cd8-positive_ alpha-beta t cell proliferation,positive regulation of cytotoxic t cell differentiation,positive regulation of cd8-positive_ alpha-beta cytotoxic t cell extravasation,positive regulation of nk t cell proliferation,positive regulation of nk t cell differentiation,gamma-delta t cell activation,positive regulation of t cell anergy,establishment of t cell polarity,regulation of cd8-positive_ alpha-beta t cell activation,helper t cell enhancement of adaptive immune response,cd8-positive_ alpha-beta t cell activation,positive regulation of cd8-positive_ alpha-beta t cell differentiation,positive regulation of nk t cell activation,positive regulation of cd4-positive_ cd25-positive_ alpha-beta regulatory t cell differentiation involved in immune response,negative regulation of t cell differentiation,regulation of t cell mediated immune response to tumor cell,negative regulation of cd4-positive_ alpha-beta t cell differentiation,negative regulation of t cell migration,cd8-positive_ alpha-beta intraepithelial t cell differentiation,cd8-positive_ gamma-delta intraepithelial t cell differentiation,cd8-positive_ alpha-beta t cell differentiation,regulation of activated t cell proliferation,regulation of t cell mediated cytotoxicity,regulation of activation-induced cell death of t cells,regulation of cd8-positive_ alpha-beta cytotoxic t cell extravasation,negative regulation of t cell differentiation in thymus,negative regulation of immature t cell proliferation in thymus,regulation of t cell apoptotic process,negative regulation of t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell,negative regulation of activated cd8-positive_ alpha-beta t cell apoptotic process,positive t cell selection,alpha-beta t cell differentiation,cytotoxic t cell degranulation,positive regulation of gamma-delta t cell activation,cd4-positive or cd8-positive_ alpha-beta t cell lineage commitment,helper t cell diapedesis,positive regulation of activated t cell autonomous cell death,regulation of positive thymic t cell selection,positive regulation of establishment of t cell polarity,helper t cell extravasation,positive regulation of t cell apoptotic process,positive regulation of t cell costimulation,negative regulation of nk t cell activation,negative regulation of cd4-positive_ alpha-beta t cell activation,negative regulation of positive thymic t cell selection,regulation of t cell anergy,cd8-positive_ alpha-beta t cell lineage commitment,negative regulation of t cell mediated immunity,negative regulation of t cell extravasation,negative regulation of memory t cell differentiation,regulation of t cell cytokine production,regulatory t cell differentiation,susceptibility to t cell mediated cytotoxicity,positive regulation of t cell tolerance induction,cd4-positive_ alpha-beta t cell activation,cytotoxic t cell differentiation,positive regulation of immature t cell proliferation in thymus,positive regulation of t cell mediated immune response to tumor cell,negative regulation of alpha-beta t cell differentiation,negative regulation of alpha-beta t cell proliferation,peripheral t cell tolerance induction,negative regulation of alpha-beta t cell activation,activated t cell proliferation,cd8-positive_ alpha-beta t cell differentiation involved in immune response,positive regulation of cd8-positive_ alpha-beta t cell extravasation,alpha-beta t cell lineage commitment,regulation of memory t cell differentiation,regulation of t cell chemotaxis,nk t cell proliferation,extrathymic t cell selection,alpha-beta t cell proliferation,negative regulation of establishment of t cell polarity,negative regulation of t cell antigen processing and presentation,negative regulation of cd8-positive_ alpha-beta t cell activation,positive regulation of memory t cell activation,positive regulation of cd8-positive_ alpha-beta t cell activation,regulation of cd4-positive_ alpha-beta t cell activation,primary adaptive immune response involving t cells and b cells,regulation of extrathymic t cell differentiation,regulation of nk t cell differentiation,negative t cell selection,negative regulation of immature t cell proliferation,cd4-positive_ cd25-positive_ alpha-beta regulatory t cell lineage commitment,nk t cell lineage commitment,cd4-positive_ alpha-beta t cell lineage commitment,positive regulation of immature t cell proliferation,memory t cell proliferation,positive regulation of activated cd8-positive_ alpha-beta t cell apoptotic process,regulation of establishment of t cell polarity,memory t cell differentiation,cd4-positive_ cd25-positive_ alpha-beta regulatory t cell differentiation,positive regulation of gamma-delta t cell activation involved in immune response,regulation of t cell antigen processing and presentation,positive regulation of peripheral t cell tolerance induction,positive regulation of cd4-positive_ cd25-positive_ alpha-beta regulatory t cell differentiation,positive regulation of t cell extravasation,immature t cell proliferation in thymus,,,,,,,,,,,,,,,,,,,,,,,,
lymphocyte,lymphocyte homeostasis,lymphocyte activation,lymphocyte chemotaxis,regulation of lymphocyte activation,negative regulation of lymphocyte migration,regulation of lymphocyte migration,negative regulation of lymphocyte proliferation,lymphocyte migration,lymphocyte migration into lymphoid organs,lymphocyte proliferation,lymphocyte differentiation,regulation of lymphocyte apoptotic process,lymphocyte migration into lymph node,positive regulation of lymphocyte activation,positive regulation of lymphocyte differentiation,regulation of lymphocyte differentiation,regulation of lymphocyte chemotaxis,positive regulation of lymphocyte apoptotic process,negative regulation of lymphocyte activation,positive regulation of lymphocyte migration,positive regulation of lymphocyte proliferation,lymphocyte aggregation,negative regulation of lymphocyte differentiation,lymphocyte chemotaxis across high endothelial venule,negative regulation of lymphocyte chemotaxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lymphoid ,lymphocyte migration into lymphoid organs,mucosal-associated lymphoid tissue development,lymphoid progenitor cell differentiation,hematopoietic or lymphoid organ development,lymphoid lineage cell migration into thymus,immune response in nasopharyngeal-associated lymphoid tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
macrophage,cellular response to granulocyte macrophage colony-stimulating factor stimulus,negative regulation of macrophage derived foam cell differentiation,negative regulation of macrophage chemotaxis,negative regulation of granulocyte macrophage colony-stimulating factor production,negative regulation of macrophage activation,immune complex clearance by monocytes and macrophages,regulation of immune complex clearance by monocytes and macrophages,macrophage derived foam cell differentiation,positive regulation of macrophage activation,positive regulation of macrophage proliferation,negative regulation of macrophage cytokine production,macrophage differentiation,positive regulation of macrophage derived foam cell differentiation,regulation of macrophage activation,macrophage cytokine production,positive regulation of macrophage apoptotic process,macrophage chemotaxis,negative regulation of macrophage apoptotic process,macrophage fusion,regulation of macrophage migration,positive regulation of macrophage differentiation,positive regulation of macrophage chemotaxis,cellular response to macrophage colony-stimulating factor stimulus,positive regulation of granulocyte macrophage colony-stimulating factor production,positive regulation of macrophage tolerance induction,macrophage activation involved in immune response,positive regulation of macrophage inflammatory protein 1 alpha production,positive regulation of macrophage migration,negative regulation of macrophage inflammatory protein 1 alpha production,positive regulation of macrophage cytokine production,macrophage activation,negative regulation of macrophage differentiation,negative regulation of macrophage colony-stimulating factor signaling pathway,negative regulation of macrophage migration,positive regulation of macrophage fusion,macrophage apoptotic process,granulocyte macrophage colony-stimulating factor production,macrophage colony-stimulating factor signaling pathway,positive regulation of macrophage migration inhibitory factor signaling pathway,positive regulation of immune complex clearance by monocytes and macrophages,macrophage migration,regulation of macrophage chemotaxis,macrophage homeostasis,regulation of macrophage colony-stimulating factor production,positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process,positive regulation of cellular response to macrophage colony-stimulating factor stimulus,positive regulation of macrophage colony-stimulating factor production,macrophage migration inhibitory factor signaling pathway,regulation of macrophage inflammatory protein 1 alpha production,regulation of granulocyte macrophage colony-stimulating factor biosynthetic process,regulation of macrophage apoptotic process,negative regulation of macrophage antigen processing and presentation,regulation of macrophage migration inhibitory factor signaling pathway,negative regulation of macrophage proliferation,regulation of macrophage differentiation,regulation of macrophage derived foam cell differentiation,positive regulation of macrophage colony-stimulating factor signaling pathway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mast ,mast cell activation,mast cell degranulation,negative regulation of mast cell degranulation,negative regulation of mast cell activation,positive regulation of mast cell cytokine production,negative regulation of mast cell apoptotic process,positive regulation of mast cell degranulation,mast cell secretory granule organization,mast cell differentiation,maintenance of protease location in mast cell secretory granule,positive regulation of mast cell chemotaxis,regulation of mast cell degranulation,positive regulation of mast cell proliferation,mast cell chemotaxis,mast cell cytokine production,histamine secretion by mast cell,negative regulation of mast cell differentiation,posterior lateral line neuromast hair cell development,mast cell migration,negative regulation of mast cell activation involved in immune response,positive regulation of mast cell activation,positive regulation of mast cell activation involved in immune response,regulation of mast cell apoptotic process,positive regulation of histamine secretion by mast cell,positive regulation of mast cell differentiation,negative regulation of mast cell cytokine production,regulation of mast cell chemotaxis,regulation of mast cell activation,mast cell mediated immunity,mast cell proliferation,neuromast hair cell development,negative regulation of mast cell proliferation,positive regulation of mast cell activation by fc-epsilon receptor signaling pathway,regulation of mast cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
megakaryocyte,regulation of megakaryocyte differentiation,negative regulation of megakaryocyte differentiation,positive regulation of megakaryocyte differentiation,megakaryocyte development,megakaryocyte differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melanocyte,melanocyte differentiation,melanocyte proliferation,positive regulation of melanocyte differentiation,regulation of melanocyte differentiation,melanocyte migration,melanocyte apoptotic process,melanocyte adhesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesangial ,positive regulation of glomerular mesangial cell proliferation,mesangial cell-matrix adhesion,metanephric glomerular mesangial cell differentiation,glomerular mesangial cell development,negative regulation of metanephric glomerular mesangial cell proliferation,negative regulation of glomerular mesangial cell proliferation,mesangial cell development,metanephric glomerular mesangial cell development,glomerular mesangial cell proliferation,positive regulation of glomerular metanephric mesangial cell proliferation,metanephric glomerular mesangial cell proliferation involved in metanephros development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesenchymal,epithelial to mesenchymal transition,cardiac epithelial to mesenchymal transition,negative regulation of epithelial to mesenchymal transition,endocardial cushion to mesenchymal transition involved in heart valve formation,negative regulation of mesenchymal cell proliferation,positive regulation of mesenchymal cell proliferation,negative regulation of mesenchymal stem cell proliferation,positive regulation of epithelial to mesenchymal transition,positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation,negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation,mesenchymal to epithelial transition,regulation of mesenchymal cell proliferation,metanephric mesenchymal cell differentiation,mesenchymal to epithelial transition involved in metanephros morphogenesis,positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis,negative regulation of mesenchymal cell apoptotic process involved in metanephros development,epithelial to mesenchymal transition involved in endocardial cushion formation,epithelial to mesenchymal transition involved in cardiac fibroblast development,canonical wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition,mesenchymal cell differentiation,mesenchymal cell differentiation involved in lung development,mesenchymal cell proliferation involved in lung development,condensed mesenchymal cell proliferation,positive regulation of mesenchymal stem cell differentiation,positive regulation of mesenchymal stem cell proliferation,mesenchymal cell proliferation,regulation of epithelial to mesenchymal transition,mesenchymal cell apoptotic process,mesenchymal cell development,epithelial-mesenchymal signaling involved in prostate gland development,epithelial-mesenchymal cell signaling,mesenchymal cell proliferation involved in ureteric bud development,mesenchymal cell differentiation involved in kidney development,mesenchymal cell proliferation involved in ureter development,negative regulation of mesenchymal cell proliferation involved in ureter development,mesenchymal cell differentiation involved in renal system development,positive regulation of mesenchymal cell proliferation involved in ureter development,negative regulation of mesenchymal cell apoptotic process,positive regulation of cardiac endothelial to mesenchymal transition,regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling,negative regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis,canonical wnt signaling pathway involved in mesenchymal stem cell differentiation,regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,mesenchymal stem cell maintenance involved in nephron morphogenesis,metanephric cap mesenchymal cell proliferation involved in metanephros development,mesenchymal stem cell proliferation,positive regulation of mesenchymal stem cell migration,negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,metanephric mesenchymal cell proliferation involved in metanephros development,positive regulation of cardiac epithelial to mesenchymal transition,negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis,positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway,positive regulation of metanephric mesenchymal cell migration,mesodermal to mesenchymal transition involved in gastrulation,mesenchymal-epithelial cell signaling,negative regulation of metanephric mesenchymal cell migration,positive regulation of mesenchymal cell apoptotic process,regulation of mesenchymal stem cell differentiation,negative regulation of mesenchymal stem cell differentiation,mesenchymal cell differentiation involved in bone development,mesenchymal-epithelial cell signaling involved in lung development,metanephric mesenchymal cell migration,regulation of branching involved in salivary gland morphogenesis by epithelial-mesenchymal signaling,negative regulation of mesenchymal cell proliferation involved in lung development,positive regulation of endocardial cushion to mesenchymal transition involved in heart valve formation,cardiac endothelial to mesenchymal transition,mesenchymal to epithelial transition involved in metanephric renal vesicle formation,regulation of mesenchymal cell proliferation involved in prostate gland development,mesenchymal smoothened signaling pathway involved in prostate gland development,endocardial cushion to mesenchymal transition,positive regulation of metanephric cap mesenchymal cell proliferation,mesenchymal-epithelial cell signaling involved in prostate gland development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesenchymal stem ,negative regulation of mesenchymal stem cell proliferation,positive regulation of mesenchymal stem cell differentiation,positive regulation of mesenchymal stem cell proliferation,canonical wnt signaling pathway involved in mesenchymal stem cell differentiation,mesenchymal stem cell maintenance involved in nephron morphogenesis,mesenchymal stem cell proliferation,positive regulation of mesenchymal stem cell migration,regulation of mesenchymal stem cell differentiation,negative regulation of mesenchymal stem cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesodermal ,positive regulation of mesodermal cell fate specification,paraxial mesodermal cell fate commitment,mesodermal cell differentiation,negative regulation of mesodermal cell fate specification,axial mesodermal cell fate specification,regulation of lateral mesodermal cell fate specification,mesodermal cell fate specification,mesodermal cell migration,positive regulation of mesodermal cell differentiation,mesodermal cell fate determination,intermediate mesodermal cell differentiation,lateral mesodermal cell differentiation,bmp signaling pathway involved in mesodermal cell fate specification,mesodermal to mesenchymal transition involved in gastrulation,mesodermal cell fate commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metanephric ,metanephric glomerular visceral epithelial cell development,metanephric glomerular mesangial cell differentiation,canonical wnt signaling pathway involved in metanephric kidney development,positive regulation of metanephric glomerulus development,metanephric collecting duct development,metanephric mesenchymal cell differentiation,metanephric mesenchyme development,metanephric epithelium development,metanephric nephron tubule formation,metanephric distal convoluted tubule development,negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis,regulation of metanephric nephron tubule epithelial cell differentiation,negative regulation of apoptotic process involved in metanephric collecting duct development,negative regulation of apoptotic process involved in metanephric nephron tubule development,positive regulation of metanephric dct cell differentiation,metanephric glomerulus development,metanephric nephron tubule morphogenesis,metanephric s-shaped body morphogenesis,negative regulation of metanephric glomerular mesangial cell proliferation,positive regulation of metanephric ureteric bud development,metanephric proximal convoluted tubule development,negative regulation of metanephric s-shaped body morphogenesis,negative regulation of metanephric comma-shaped body morphogenesis,metanephric ascending thin limb development,metanephric proximal tubule development,metanephric distal tubule morphogenesis,metanephric thick ascending limb development,metanephric part of ureteric bud development,metanephric comma-shaped body morphogenesis,metanephric renal vesicle morphogenesis,metanephric tubule development,metanephric tubule formation,metanephric mesenchyme morphogenesis,metanephric smooth muscle tissue development,metanephric nephron tubule development,metanephric glomerulus vasculature development,metanephric interstitial fibroblast development,metanephric cap mesenchymal cell proliferation involved in metanephros development,metanephric macula densa development,metanephric loop of henle development,metanephric dct cell differentiation,metanephric mesenchymal cell proliferation involved in metanephros development,negative regulation of metanephric nephron tubule epithelial cell differentiation,metanephric tubule morphogenesis,positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway,metanephric glomerular mesangial cell development,positive regulation of metanephric mesenchymal cell migration,metanephric glomerular basement membrane development,positive regulation of metanephric glomerular visceral epithelial cell development,negative regulation of metanephric mesenchymal cell migration,metanephric glomerular capillary formation,metanephric cortex development,metanephric cortical collecting duct development,metanephric distal tubule development,proximal/distal pattern formation involved in metanephric nephron development,metanephric nephron development,metanephric capsule development,metanephric capsule specification,positive regulation of glomerular metanephric mesangial cell proliferation,metanephric mesenchymal cell migration,metanephric glomerular mesangium development,metanephric glomerular mesangial cell proliferation involved in metanephros development,metanephric glomerulus morphogenesis,mesenchymal to epithelial transition involved in metanephric renal vesicle formation,metanephric connecting tubule development,positive regulation of metanephric cap mesenchymal cell proliferation,metanephric nephron morphogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microglia,negative regulation of microglial cell activation,positive regulation of microglial cell activation,regulation of microglial cell activation,microglial cell activation,positive regulation of microglial cell migration,microglial cell migration,positive regulation of microglial cell mediated cytotoxicity,microglial cell proliferation,microglial cell activation involved in immune response,positive regulation of microglia differentiation,microglia development,regulation of microglial cell migration,negative regulation of microglial cell migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monocyte,monocyte chemotaxis,positive regulation of monocyte chemotaxis,monocyte differentiation,negative regulation of monocyte differentiation,negative regulation of monocyte chemotaxis,immune complex clearance by monocytes and macrophages,regulation of immune complex clearance by monocytes and macrophages,regulation of monocyte differentiation,monocyte aggregation,positive regulation of monocyte aggregation,negative regulation of monocyte chemotactic protein-1 production,positive regulation of monocyte extravasation,monocyte extravasation,positive regulation of monocyte differentiation,positive regulation of monocyte chemotactic protein-1 production,monocyte homeostasis,monocyte activation,negative regulation of monocyte activation,monocyte activation involved in immune response,negative regulation of monocyte extravasation,positive regulation of immune complex clearance by monocytes and macrophages,regulation of monocyte chemotaxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myeloid ,myeloid dendritic cell differentiation,myeloid cell differentiation,myeloid cell homeostasis,myeloid dendritic cell activation involved in immune response,negative regulation of myeloid cell differentiation,negative regulation of myeloid dendritic cell activation,common myeloid progenitor cell proliferation,positive regulation of myeloid dendritic cell cytokine production,regulation of myeloid cell apoptotic process,myeloid leukocyte differentiation,negative regulation of myeloid progenitor cell differentiation,myeloid progenitor cell differentiation,positive regulation of myeloid dendritic cell activation,regulation of myeloid cell differentiation,positive regulation of myeloid leukocyte differentiation,myeloid dendritic cell activation,positive regulation of myeloid cell differentiation,myeloid cell apoptotic process,myeloid cell development,myeloid dendritic cell chemotaxis,negative regulation of myeloid leukocyte differentiation,negative regulation of myeloid cell apoptotic process,myeloid leukocyte activation,regulation of myeloid dendritic cell activation,positive regulation of myeloid leukocyte cytokine production involved in immune response,positive regulation of myeloid cell apoptotic process,regulation of myeloid leukocyte differentiation,positive regulation of myeloid dendritic cell chemotaxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myoblast,myoblast fusion,myoblast migration,positive regulation of myoblast fusion,positive regulation of myoblast differentiation,myoblast differentiation,regulation of myoblast fusion,negative regulation of myoblast differentiation,regulation of myoblast proliferation,myoblast fate commitment,myoblast fusion involved in skeletal muscle regeneration,myoblast fate determination,negative regulation of myoblast proliferation,positive regulation of myoblast proliferation,negative regulation of cardiac muscle cell myoblast differentiation,myoblast differentiation involved in skeletal muscle regeneration,myoblast proliferation,regulation of myoblast differentiation,negative regulation of cardiac muscle myoblast proliferation,positive regulation of cardiac muscle myoblast proliferation,myoblast development,myoblast migration involved in skeletal muscle regeneration,negative regulation of myoblast fusion,cardiac muscle cell myoblast differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myofibroblast ,positive regulation of myofibroblast differentiation,negative regulation of myofibroblast differentiation,myofibroblast differentiation,regulation of myofibroblast contraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
