"Disease_ID","Disease_name","Gene_symbol","Phenotypic_series_ID","Phenotypic_series_name","Tissue","Clinical_manifestation","Pathogenesis"
"601494","Cardiomyopathy, dilated, 1D","TNNT2","PS604169","Left ventricular noncompaction","Heart-Atrium","Yes","NA"
"613688","{Long QT syndrome 2, acquired, susceptibility to}","KCNH2","PS192500","Long QT syndrome","Heart-Atrium","Yes","NA"
"613688","Long QT syndrome 2","KCNH2","PS192500","Long QT syndrome","Heart-Atrium","Yes","NA"
"613688","{Long QT syndrome, acquired, reduced susceptibility to}","ALG10B","PS192500","Long QT syndrome","Heart-Atrium","Yes","NA"
"167320","Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia 1","VCP","PS167320","Inclusion body myopathy/Paget disease/frontotemporal dementia","Heart-Atrium","Yes","NA"
"611588","Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4","FKTN","PS253600","Muscular dystrophy, limb-girdle, autosomal recessive","Heart-Atrium","Yes","NA"
"611588","Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4","FKTN","PS609308","Muscular dystrophy-dystroglycanopathy, type C","Heart-Atrium","Yes","NA"
"115200","Cardiomyopathy, dilated, 1A","LMNA","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"613123","Brugada syndrome 8","HCN4","PS601144","Brugada syndrome","Heart-Atrium","Yes","NA"
"613122","Cardiomyopathy, dilated, 1CC","NEXN","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"613120","Brugada syndrome 7","SCN3B","PS601144","Brugada syndrome","Heart-Atrium","Yes","NA"
"613120","Brugada syndrome 7","SCN3B","PS608583","Atrial fibrillation, familial","Heart-Atrium","Yes","NA"
"613120","Atrial fibrillation, familial, 16","SCN3B","PS601144","Brugada syndrome","Heart-Atrium","Yes","NA"
"613120","Atrial fibrillation, familial, 16","SCN3B","PS608583","Atrial fibrillation, familial","Heart-Atrium","Yes","NA"
"616331","Robinow syndrome, autosomal dominant 2","DVL1","PS268310","Robinow syndrome","Heart-Atrium","Yes","NA"
"115195","Cardiomyopathy, hypertrophic, 2","TNNT2","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"614022","Atrial fibrillation, familial, 10","SCN5A","PS608583","Atrial fibrillation, familial","Heart-Atrium","Yes","NA"
"115197","Cardiomyopathy, hypertrophic, 4","MYBPC3","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"115196","Cardiomyopathy, hypertrophic, 3","TPM1","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"151660","Lipodystrophy, familial partial, type 2","LMNA","PS151660","Lipodystrophy, familial partial","Heart-Atrium","Yes","NA"
"617336","Nemaline myopathy 11, autosomal recessive","MYPN","PS161800","Nemaline myopathy","Heart-Atrium","Yes","NA"
"605588","Charcot-Marie-Tooth disease, type 2B1","LMNA","PS118220","Charcot-Marie-Tooth disease","Heart-Atrium","Yes","NA"
"604765","Cardiomyopathy, dilated, 1I","DES","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"614185","Geleophysic dysplasia 2","FBN1","PS231050","Geleophysic dysplasia","Heart-Atrium","Yes","NA"
"180700","Robinow syndrome, autosomal dominant 1","WNT5A","PS268310","Robinow syndrome","Heart-Atrium","Yes","NA"
"615355","Noonan syndrome 8","RIT1","PS163950","Noonan syndrome","Heart-Atrium","Yes","NA"
"607487","Cardiomyopathy, hypertrophic, 25","TCAP","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"613087","Atrial septal defect 6","TLL1","PS108800","Atrial septal defect","Heart-Atrium","Yes","NA"
"610759","Cornelia de Lange syndrome 3","SMC3","PS122470","Cornelia de Lange syndrome","Heart-Atrium","Yes","NA"
"616038","Neu-Laxova syndrome 2","PSAT1","PS256520","Neu-Laxova syndrome","Heart-Atrium","Yes","NA"
"601005","Timothy syndrome","CACNA1C","","","Heart-Atrium","Yes","NA"
"606685","Cardiomyopathy, dilated, 1L","SGCD","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"613695","Long QT syndrome 5","KCNE1","PS192500","Long QT syndrome","Heart-Atrium","Yes","NA"
"613694","Cardiomyopathy, dilated, 1U","PSEN1","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"613697","Cardiomyopathy, dilated, 1V","PSEN2","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"606072","Rippling muscle disease 2","CAV3","","","Heart-Atrium","Yes","NA"
"613690","Cardiomyopathy, hypertrophic, 7","TNNI3","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"268310","Robinow syndrome, autosomal recessive","ROR2","PS268310","Robinow syndrome","Heart-Atrium","Yes","NA"
"607554","Atrial fibrillation, familial, 3","KCNQ1","PS608583","Atrial fibrillation, familial","Heart-Atrium","Yes","NA"
"614823","Aortic valve disease 2","SMAD6","PS109730","Aortic valve disease","Heart-Atrium","Yes","NA"
"615235","Cardiomyopathy, dilated, 1JJ","LAMA4","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"235200","Hemochromatosis","HFE","PS235200","Hemochromatosis","Heart-Atrium","Yes","NA"
"235200","{HFE hemochromatosis, modifier of}","BMP2","PS235200","Hemochromatosis","Heart-Atrium","Yes","NA"
"181350","Emery-Dreifuss muscular dystrophy 2, autosomal dominant","LMNA","PS310300","Emery-Dreifuss muscular dystrophy","Heart-Atrium","Yes","NA"
"612877","Cardiomyopathy, dilated, 1BB","DSG2","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"613707","LEOPARD syndrome 3","BRAF","PS151100","LEOPARD syndrome","Heart-Atrium","Yes","NA"
"615916","Cardiomyopathy, dilated, 1NN","RAF1","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"122470","Cornelia de Lange syndrome 1","NIPBL","PS122470","Cornelia de Lange syndrome","Heart-Atrium","Yes","NA"
"613980","Atrial fibrillation, familial, 9","KCNJ2","PS608583","Atrial fibrillation, familial","Heart-Atrium","Yes","NA"
"612422","Cardiomyopathy, familial restrictive, 3","TNNT2","PS115210","Familial restrictive cardiomyopathy","Heart-Atrium","Yes","NA"
"613426","Left ventricular noncompaction 5","MYH7","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"613426","Left ventricular noncompaction 5","MYH7","PS604169","Left ventricular noncompaction","Heart-Atrium","Yes","NA"
"613426","Cardiomyopathy, dilated, 1S","MYH7","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"613426","Cardiomyopathy, dilated, 1S","MYH7","PS604169","Left ventricular noncompaction","Heart-Atrium","Yes","NA"
"613424","Left ventricular noncompaction 4","ACTC1","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"613424","Left ventricular noncompaction 4","ACTC1","PS604169","Left ventricular noncompaction","Heart-Atrium","Yes","NA"
"613424","Cardiomyopathy, dilated, 1R","ACTC1","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"613424","Cardiomyopathy, dilated, 1R","ACTC1","PS604169","Left ventricular noncompaction","Heart-Atrium","Yes","NA"
"613313","Hemochromatosis, type 2B","HAMP","PS235200","Hemochromatosis","Heart-Atrium","Yes","NA"
"612955","Long QT syndrome 12","SNTA1","PS192500","Long QT syndrome","Heart-Atrium","Yes","NA"
"300818","Paroxysmal nocturnal hemoglobinuria, somatic","PIGA","PS300818","Paroxysmal nocturnal hemoglobinuria","Heart-Atrium","Yes","NA"
"600858","Cardiomyopathy, hypertrophic 6","PRKAG2","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"613255","Cardiomyopathy, hypertrophic, 15","VCL","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"613254","{TSC2 angiomyolipomas, renal, modifier of}","IFNG","PS191100","Tuberous sclerosis","Heart-Atrium","Yes","NA"
"613254","Tuberous sclerosis-2","TSC2","PS191100","Tuberous sclerosis","Heart-Atrium","Yes","NA"
"608807","Muscular dystrophy, limb-girdle, autosomal recessive 10","TTN","PS253600","Muscular dystrophy, limb-girdle, autosomal recessive","Heart-Atrium","Yes","NA"
"613251","Cardiomyopathy, hypertrophic, 14","MYH6","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"614050","?Atrial fibrillation, familial, 12","ABCC9","PS608583","Atrial fibrillation, familial","Heart-Atrium","Yes","NA"
"613252","Cardiomyopathy, dilated, 1EE","MYH6","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"163800","Sick sinus syndrome 2","HCN4","PS608567","Sick sinus syndrome","Heart-Atrium","Yes","NA"
"608808","Transposition of the great arteries, dextro-looped 1","MED13L","","","Heart-Atrium","Yes","NA"
"614916","Ventricular tachycardia, catecholaminergic polymorphic, 4","CALM1","PS604772","Ventricular tachycardia, catecholaminergic polymorphic","Heart-Atrium","Yes","NA"
"603563","Spastic paraplegia 8, autosomal dominant","WASHC5","PS303350","Spastic paraplegia","Heart-Atrium","Yes","NA"
"151100","LEOPARD syndrome 1","PTPN11","PS151100","LEOPARD syndrome","Heart-Atrium","Yes","NA"
"220210","Ritscher-Schinzel syndrome 1","WASHC5","PS220210","Ritscher-Schinzel syndrome","Heart-Atrium","Yes","NA"
"615279","Cardiofaciocutaneous syndrome 3","MAP2K1","PS115150","Cardiofaciocutaneous syndrome","Heart-Atrium","Yes","NA"
"109730","Aortic valve disease 1","NOTCH1","PS109730","Aortic valve disease","Heart-Atrium","Yes","NA"
"617258","Myopathy, myofibrillar, 8","PYROXD1","PS601419","Myopathy, myofibrillar","Heart-Atrium","Yes","NA"
"160900","Myotonic dystrophy 1","DMPK","PS160900","Myotonic dystrophy","Heart-Atrium","Yes","NA"
"611363","Atrial septal defect 4","TBX20","PS108800","Atrial septal defect","Heart-Atrium","Yes","NA"
"608751","Cardiomyopathy, hypertrophic, 8","MYL3","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"170390","Andersen syndrome","KCNJ2","PS192500","Long QT syndrome","Heart-Atrium","Yes","NA"
"616399","Brugada syndrome 9","KCND3","PS601144","Brugada syndrome","Heart-Atrium","Yes","NA"
"231050","Geleophysic dysplasia 1","ADAMTSL2","PS231050","Geleophysic dysplasia","Heart-Atrium","Yes","NA"
"608758","Cardiomyopathy, hypertrophic, 10","MYL2","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"241550","Hypoplastic left heart syndrome 1","GJA1","PS241550","Hypoplastic left heart syndrome","Heart-Atrium","Yes","NA"
"610476","Arrhythmogenic right ventricular dysplasia 11 with mild palmoplantar keratoderma and woolly hair","DSC2","PS107970","Arrhythmogenic right ventricular dysplasia","Heart-Atrium","Yes","NA"
"610476","Arrhythmogenic right ventricular dysplasia 11","DSC2","PS107970","Arrhythmogenic right ventricular dysplasia","Heart-Atrium","Yes","NA"
"613243","Cardiomyopathy, hypertrophic, 13","TNNC1","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"612098","Cardiomyopathy, hypertrophic, 11","ACTC1","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"615278","Cardiofaciocutaneous syndrome 2","KRAS","PS115150","Cardiofaciocutaneous syndrome","Heart-Atrium","Yes","NA"
"608810","Myopathy, myofibrillar, 2","CRYAB","PS601419","Myopathy, myofibrillar","Heart-Atrium","Yes","NA"
"115150","Cardiofaciocutaneous syndrome","BRAF","PS115150","Cardiofaciocutaneous syndrome","Heart-Atrium","Yes","NA"
"615377","Atrial fibrillation, familial, 13","SCN1B","PS608583","Atrial fibrillation, familial","Heart-Atrium","Yes","NA"
"615378","Atrial fibrillation, familial, 14","SCN2B","PS608583","Atrial fibrillation, familial","Heart-Atrium","Yes","NA"
"613737","?Acne inversa, familial, 3","PSEN1","PS142690","Acne inversa","Heart-Atrium","Yes","NA"
"614432","Ventricular septal defect 3","NKX2-5","PS614429","Ventricular septal defect","Heart-Atrium","Yes","NA"
"614433","Atrial septal defect 8","CITED2","PS108800","Atrial septal defect","Heart-Atrium","Yes","NA"
"609942","Noonan syndrome 3","KRAS","PS163950","Noonan syndrome","Heart-Atrium","Yes","NA"
"614435","Hypoplastic left heart syndrome 2","NKX2-5","PS241550","Hypoplastic left heart syndrome","Heart-Atrium","Yes","NA"
"608567","Sick sinus syndrome 1","SCN5A","PS608567","Sick sinus syndrome","Heart-Atrium","Yes","NA"
"612158","Cardiomyopathy, dilated, 1AA, with or without LVNC","ACTN2","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"612158","Cardiomyopathy, dilated, 1AA, with or without LVNC","ACTN2","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"612158","Cardiomyopathy, hypertrophic, 23, with or without LVNC","ACTN2","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"612158","Cardiomyopathy, hypertrophic, 23, with or without LVNC","ACTN2","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"300590","Cornelia de Lange syndrome 2","SMC1A","PS122470","Cornelia de Lange syndrome","Heart-Atrium","Yes","NA"
"602390","Hemochromatosis, type 2A","HJV","PS235200","Hemochromatosis","Heart-Atrium","Yes","NA"
"613838","Cardiomyopathy, hypertrophic, 16","MYOZ2","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"608569","Cardiomyopathy, dilated, 1O","ABCC9","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"182920","Myopathy, spheroid body","MYOT","PS601419","Myopathy, myofibrillar","Heart-Atrium","Yes","NA"
"611493","Atrial fibrillation, familial, 4","KCNE2","PS608583","Atrial fibrillation, familial","Heart-Atrium","Yes","NA"
"606217","Atrioventricular septal defect, partial, with heterotaxy syndrome","CRELD1","PS606215","Atrioventricular septal defect","Heart-Atrium","Yes","NA"
"606217","{Atrioventricular septal defect, susceptibility to, 2}","CRELD1","PS606215","Atrioventricular septal defect","Heart-Atrium","Yes","NA"
"607450","Arrhythmogenic right ventricular dysplasia 8","DSP","PS107970","Arrhythmogenic right ventricular dysplasia","Heart-Atrium","Yes","NA"
"614080","Multiple congenital anomalies-hypotonia-seizures syndrome 1","PIGN","PS614080","Multiple congenital anomalies-hypotonia-seizures syndrome","Heart-Atrium","Yes","NA"
"616559","Noonan syndrome 9","SOS2","PS163950","Noonan syndrome","Heart-Atrium","Yes","NA"
"107970","Arrhythmogenic right ventricular dysplasia 1","TGFB3","PS107970","Arrhythmogenic right ventricular dysplasia","Heart-Atrium","Yes","NA"
"616247","Long QT syndrome 14","CALM1","PS192500","Long QT syndrome","Heart-Atrium","Yes","NA"
"118450","Alagille syndrome 1","JAG1","PS118450","Alagille syndrome","Heart-Atrium","Yes","NA"
"613642","Cardiomyopathy, dilated, 1GG","SDHA","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"604772","Ventricular tachycardia, catecholaminergic polymorphic, 1","RYR2","PS604772","Ventricular tachycardia, catecholaminergic polymorphic","Heart-Atrium","Yes","NA"
"601287","Muscular dystrophy, limb-girdle, autosomal recessive 6","SGCD","PS253600","Muscular dystrophy, limb-girdle, autosomal recessive","Heart-Atrium","Yes","NA"
"613172","Cardiomyopathy, dilated, 1DD","RBM20","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"607346","Spinocerebellar ataxia 19","KCND3","PS164400","Spinocerebellar ataxia","Heart-Atrium","Yes","NA"
"613873","Cardiomyopathy, hypertrophic, 17","JPH2","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"610193","Arrhythmogenic right ventricular dysplasia 10","DSG2","PS107970","Arrhythmogenic right ventricular dysplasia","Heart-Atrium","Yes","NA"
"613485","Long QT syndrome 13","KCNJ5","PS192500","Long QT syndrome","Heart-Atrium","Yes","NA"
"611553","Noonan syndrome 5","RAF1","PS163950","Noonan syndrome","Heart-Atrium","Yes","NA"
"611554","LEOPARD syndrome 2","RAF1","PS151100","LEOPARD syndrome","Heart-Atrium","Yes","NA"
"615616","Arrhythmogenic right ventricular dysplasia, familial, 13","CTNNA3","PS107970","Arrhythmogenic right ventricular dysplasia","Heart-Atrium","Yes","NA"
"615248","Cardiomyopathy, dilated, 1KK","MYPN","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"615248","Cardiomyopathy, dilated, 1KK","MYPN","PS115210","Familial restrictive cardiomyopathy","Heart-Atrium","Yes","NA"
"615248","Cardiomyopathy, dilated, 1KK","MYPN","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"615248","Cardiomyopathy, familial restrictive, 4","MYPN","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"615248","Cardiomyopathy, familial restrictive, 4","MYPN","PS115210","Familial restrictive cardiomyopathy","Heart-Atrium","Yes","NA"
"615248","Cardiomyopathy, familial restrictive, 4","MYPN","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"615248","Cardiomyopathy, hypertrophic, 22","MYPN","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"615248","Cardiomyopathy, hypertrophic, 22","MYPN","PS115210","Familial restrictive cardiomyopathy","Heart-Atrium","Yes","NA"
"615248","Cardiomyopathy, hypertrophic, 22","MYPN","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"182250","Singleton-Merten syndrome 1","IFIH1","PS182250","Singleton-Merten syndrome","Heart-Atrium","Yes","NA"
"612999","Emery-Dreifuss muscular dystrophy 5, autosomal dominant","SYNE2","PS310300","Emery-Dreifuss muscular dystrophy","Heart-Atrium","Yes","NA"
"612998","Emery-Dreifuss muscular dystrophy 4, autosomal dominant","SYNE1","PS310300","Emery-Dreifuss muscular dystrophy","Heart-Atrium","Yes","NA"
"614429","Ventricular septal defect 1","GATA4","PS614429","Ventricular septal defect","Heart-Atrium","Yes","NA"
"601419","Myopathy, myofibrillar, 1","DES","PS601419","Myopathy, myofibrillar","Heart-Atrium","Yes","NA"
"611777","Brugada syndrome 2","GPD1L","PS601144","Brugada syndrome","Heart-Atrium","Yes","NA"
"615396","Cardiomyopathy, dilated, 1MM","MYBPC3","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"615396","Cardiomyopathy, dilated, 1MM","MYBPC3","PS604169","Left ventricular noncompaction","Heart-Atrium","Yes","NA"
"615396","Left ventricular noncompaction 10","MYBPC3","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"615396","Left ventricular noncompaction 10","MYBPC3","PS604169","Left ventricular noncompaction","Heart-Atrium","Yes","NA"
"602668","Myotonic dystrophy 2","CNBP","PS160900","Myotonic dystrophy","Heart-Atrium","Yes","NA"
"220400","Jervell and Lange-Nielsen syndrome","KCNQ1","PS220400","Jervell and Lange-Nielsen syndrome","Heart-Atrium","Yes","NA"
"601954","Muscular dystrophy, limb-girdle, autosomal recessive 7","TCAP","PS253600","Muscular dystrophy, limb-girdle, autosomal recessive","Heart-Atrium","Yes","NA"
"616564","Noonan syndrome 10","LZTR1","PS163950","Noonan syndrome","Heart-Atrium","Yes","NA"
"617350","Developmental and epileptic encephalopathy 52","SCN1B","PS308350","Developmental and epileptic encephalopathy","Heart-Atrium","Yes","NA"
"615398","Multiple congenital anomalies-hypotonia-seizures syndrome 3","PIGT","PS614080","Multiple congenital anomalies-hypotonia-seizures syndrome","Heart-Atrium","Yes","NA"
"606069","Hemochromatosis, type 4","SLC40A1","PS235200","Hemochromatosis","Heart-Atrium","Yes","NA"
"609452","Myopathy, myofibrillar, 4","LDB3","PS601419","Myopathy, myofibrillar","Heart-Atrium","Yes","NA"
"300963","Ritscher-Schinzel syndrome 2","CCDC22","PS220210","Ritscher-Schinzel syndrome","Heart-Atrium","Yes","NA"
"610205","Alagille syndrome 2","NOTCH2","PS118450","Alagille syndrome","Heart-Atrium","Yes","NA"
"615582","Loeys-Dietz syndrome 5","TGFB3","PS609192","Loeys-Dietz syndrome","Heart-Atrium","Yes","NA"
"192600","Cardiomyopathy, familial hypertrophic","CAV3","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"192600","Cardiomyopathy, hypertrophic, 1","MYH7","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"192600","Cardiomyopathy, hypertrophic, 1, digenic","MYLK2","PS192600","Cardiomyopathy, familial hypertrophic","Heart-Atrium","Yes","NA"
"609040","Arrhythmogenic right ventricular dysplasia 9","PKP2","PS107970","Arrhythmogenic right ventricular dysplasia","Heart-Atrium","Yes","NA"
"612240","Atrial fibrillation, familial, 7","KCNA5","PS608583","Atrial fibrillation, familial","Heart-Atrium","Yes","NA"
"613224","Noonan syndrome 6","NRAS","PS163950","Noonan syndrome","Heart-Atrium","Yes","NA"
"615184","Cardiomyopathy, dilated, 1II","CRYAB","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"616249","Long QT syndrome 15","CALM2","PS192500","Long QT syndrome","Heart-Atrium","Yes","NA"
"300882","Cornelia de Lange syndrome 5","HDAC8","PS122470","Cornelia de Lange syndrome","Heart-Atrium","Yes","NA"
"613854","Congenital heart defects, multiple types, 6","GDF1","","","Heart-Atrium","Yes","NA"
"613954","Frontotemporal dementia and/or amyotrophic lateral sclerosis 6","VCP","PS105400","Amyotrophic lateral sclerosis","Heart-Atrium","Yes","NA"
"613954","Frontotemporal dementia and/or amyotrophic lateral sclerosis 6","VCP","PS105550","Frontotemporal dementia and/or Amyotrophic Lateral Sclerosis","Heart-Atrium","Yes","NA"
"615895","Polyglucosan body myopathy 1 with or without immunodeficiency","RBCK1","PS615895","Polyglucosan body myopathy","Heart-Atrium","Yes","NA"
"613881","Cardiomyopathy, dilated, 1HH","BAG3","PS115200","Dilated cardiomyopathy","Heart-Atrium","Yes","NA"
"604233","Epilepsy, generalized, with febrile seizures plus, type 1","SCN1B","PS604233","Epilepsy, generalized, with febrile seizures plus","Heart-Atrium","Yes","NA"
"617054","Striatonigral degeneration, childhood-onset","VAC14","PS271930","Striatonigral degeneration","Brain-Basal ganglia-Putamen","Yes","NA"
"300894","Neurodegeneration with brain iron accumulation 5","WDR45","PS234200","Neurodegeneration with brain iron accumulation","Brain-Basal ganglia-Putamen","Yes","NA"
"256600","Infantile neuroaxonal dystrophy 1","PLA2G6","PS234200","Neurodegeneration with brain iron accumulation","Brain-Basal ganglia-Putamen","Yes","NA"
"614298","Neurodegeneration with brain iron accumulation 4","C19orf12","PS234200","Neurodegeneration with brain iron accumulation","Brain-Basal ganglia-Putamen","Yes","NA"
"271930","Striatonigral degeneration, infantile","NUP62","PS271930","Striatonigral degeneration","Brain-Basal ganglia-Putamen","Yes","NA"
"606159","Neurodegeneration with brain iron accumulation 3","FTL","PS234200","Neurodegeneration with brain iron accumulation","Brain-Basal ganglia-Putamen","Yes","NA"
"610217","Neurodegeneration with brain iron accumulation 2B","PLA2G6","PS234200","Neurodegeneration with brain iron accumulation","Brain-Basal ganglia-Putamen","Yes","NA"
"609161","Striatal degeneration, autosomal dominant","PDE8B","PS609161","Striatal degeneration, autosomal dominant","Brain-Basal ganglia-Putamen","Yes","NA"
"615643","Neurodegeneration with brain iron accumulation 6","COASY","PS234200","Neurodegeneration with brain iron accumulation","Brain-Basal ganglia-Putamen","Yes","NA"
"234200","Neurodegeneration with brain iron accumulation 1","PANK2","PS234200","Neurodegeneration with brain iron accumulation","Brain-Basal ganglia-Putamen","Yes","NA"
"616922","Striatal degeneration, autosomal dominant","PDE10A","PS609161","Striatal degeneration, autosomal dominant","Brain-Basal ganglia-Putamen","Yes","NA"
"613244","Colorectal cancer, hereditary nonpolyposis, type 8","EPCAM","PS120435","Colorectal cancer, hereditary nonpolyposis","Digestive system-Colon","Yes","NA"
"614331","Colorectal cancer, hereditary nonpolyposis, type 6","TGFBR2","PS120435","Colorectal cancer, hereditary nonpolyposis","Digestive system-Colon","Yes","NA"
"610168","Loeys-Dietz syndrome 2","TGFBR2","PS607086","Aortic aneurysm, familial thoracic","Digestive system-Colon","Yes","NA"
"610168","Loeys-Dietz syndrome 2","TGFBR2","PS609192","Loeys-Dietz syndrome","Digestive system-Colon","Yes","NA"
"616415","Familial adenomatous polyposis 3","NTHL1","PS175100","Familial adenomatous polyposis","Digestive system-Colon","Yes","NA"
"175100","Adenoma, periampullary, somatic","APC","PS175100","Familial adenomatous polyposis","Digestive system-Colon","Yes","NA"
"175100","Adenomatous polyposis coli","APC","PS175100","Familial adenomatous polyposis","Digestive system-Colon","Yes","NA"
"175100","Gardner syndrome","APC","PS175100","Familial adenomatous polyposis","Digestive system-Colon","Yes","NA"
"175100","Brain tumor-polyposis syndrome 2","APC","PS175100","Familial adenomatous polyposis","Digestive system-Colon","Yes","NA"
"614350","Colorectal cancer, hereditary nonpolyposis, type 5","MSH6","PS120435","Colorectal cancer, hereditary nonpolyposis","Digestive system-Colon","Yes","NA"
"612567","Inflammatory bowel disease 25, early onset, autosomal recessive","IL10RB","PS266600","Inflammatory bowel disease","Digestive system-Colon","Yes","NA"
"605231","Bardet-Biedl syndrome 6","MKKS","PS209900","Bardet-Biedl syndrome","Digestive system-Colon","Yes","NA"
"613148","Inflammatory bowel disease 28, early onset, autosomal recessive","IL10RA","PS266600","Inflammatory bowel disease","Digestive system-Colon","Yes","NA"
"609310","Colorectal cancer, hereditary nonpolyposis, type 2","MLH1","PS120435","Colorectal cancer, hereditary nonpolyposis","Digestive system-Colon","Yes","NA"
"236700","McKusick-Kaufman syndrome","MKKS","","","Digestive system-Colon","Yes","NA"
"120435","Colorectal cancer, hereditary nonpolyposis, type 1","MSH2","PS120435","Colorectal cancer, hereditary nonpolyposis","Digestive system-Colon","Yes","NA"
"614337","Colorectal cancer, hereditary nonpolyposis, type 4","PMS2","PS120435","Colorectal cancer, hereditary nonpolyposis","Digestive system-Colon","Yes","NA"
"608456","Adenomas, multiple colorectal","MUTYH","PS175100","Familial adenomatous polyposis","Digestive system-Colon","Yes","NA"
"617100","Familial adenomatous polyposis 4","MSH3","PS175100","Familial adenomatous polyposis","Digestive system-Colon","Yes","NA"
"614385","Colorectal cancer, hereditary nonpolyposis, type 7","MLH3","PS120435","Colorectal cancer, hereditary nonpolyposis","Digestive system-Colon","Yes","NA"
"181350","Emery-Dreifuss muscular dystrophy 2, autosomal dominant","LMNA","PS310300","Emery-Dreifuss muscular dystrophy","Adipose-Visceral","Yes","NA"
"614662","Cortisone reductase deficiency 2","HSD11B1","PS604931","Cortisone reductase deficiency","Adipose-Visceral","Yes","NA"
"115200","Cardiomyopathy, dilated, 1A","LMNA","PS115200","Dilated cardiomyopathy","Adipose-Visceral","Yes","NA"
"608612","Mandibuloacral dysplasia with type B lipodystrophy","ZMPSTE24","PS248370","Mandibuloacral dysplasia with lipodystrophy","Adipose-Visceral","Yes","NA"
"270685","Silver spastic paraplegia syndrome","BSCL2","PS303350","Spastic paraplegia","Adipose-Visceral","Yes","NA"
"613327","Lipodystrophy, congenital generalized, type 4","CAVIN1","PS608594","Lipodystrophy, congenital generalized","Adipose-Visceral","Yes","NA"
"615980","Lipodystrophy, familial partial, type 6","LIPE","PS151660","Lipodystrophy, familial partial","Adipose-Visceral","Yes","NA"
"613877","Lipodystrophy, familial partial, type 4","PLIN1","PS151660","Lipodystrophy, familial partial","Adipose-Visceral","Yes","NA"
"248370","Mandibuloacral dysplasia","LMNA","PS248370","Mandibuloacral dysplasia with lipodystrophy","Adipose-Visceral","Yes","NA"
